date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_concern_very,pct_concern_some,pct_concern_not_very,pct_concern_none,pct_concern_very_adjusted,pct_concern_some_adjusted,pct_concern_not_very_adjusted,pct_concern_none_adjusted,timestamp,poll_url
2021-11-01,2021-04-17,2021-04-20,1,YouGov,B+,0,1.183232,1.183232,False,a,all,1500.0,20.0,31.0,31.0,17.0,24.77228,29.04143,29.11007,16.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/e89wuts0a9/econTabReport.pdf
2021-11-01,2021-04-10,2021-04-13,1,YouGov,B+,0,1.014241,0.8149407,False,a,all,1500.0,16.0,34.0,29.0,20.0,20.77228,32.04143,27.11007,19.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/wvjmyy0dlk/econTabReport.pdf
2021-11-01,2021-04-09,2021-04-11,1,L̩ger,,0,0.6180881,0.4618772,False,a,all,1002.0,20.0,30.0,22.0,20.0,24.74324,30.28041,23.36744,17.36032,09:32:26  1 Nov 2021,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/04/Legers-North-American-Tracker-April-12th-2021.pdf
2021-11-01,2021-04-03,2021-04-06,1,YouGov,B+,0,0.901471,0.547246,False,a,all,1500.0,18.0,32.0,31.0,19.0,22.77228,30.04143,29.11007,18.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/4243y0nkbo/econTabReport.pdf
2021-11-01,2021-04-06,2021-04-06,1,Data for Progress,B,0,1.467803,0.9410557,False,a,all,1244.0,22.34,34.16,22.65,17.25,21.83547,33.68882,23.68082,17.6888,09:32:26  1 Nov 2021,https://docs.google.com/spreadsheets/d/1DzzQ2QJL7UdG1Cgeu9EaNXEqQr2pLBOqeiS7E6FlZKM/edit#gid=0
2021-11-01,2021-03-08,2021-03-30,1,Public Religion Research Institute,A/B,0,3.161851,0.4714311,False,a,all,5625.0,23.0,39.0,27.0,11.0,24.89138,37.41076,26.52082,12.11896,09:32:26  1 Nov 2021,https://www.prri.org/wp-content/uploads/2021/04/Topline-IFYC-PRRI-Survey-on-Religion-and-COVID-19-Vaccine-Trust-4-22-release.pdf
2021-11-01,2021-03-27,2021-03-30,1,YouGov,B+,0,0.8512629,0.3479296,False,a,all,1492.0,21.0,33.0,27.0,20.0,25.77228,31.04143,25.11007,19.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/1kbp8xdx49/econTabReport.pdf
2021-11-01,2021-03-25,2021-03-29,1,AP-NORC,,0,1.427592,0.5165356,False,a,all,1166.0,35.0,34.0,24.0,7.0,30.96714,35.13317,24.57912,9.153134,09:32:26  1 Nov 2021,https://apnorc.org/wp-content/uploads/2021/04/Voting-topline.pdf
2021-11-01,2021-03-25,2021-03-29,1,Global Strategy Group/GBAO (Navigator Research),B/C,0,1.066302,0.3931317,False,rv,all,1002.0,26.0,33.0,25.0,16.5,22.45285,34.87063,25.03617,17.6813,09:32:26  1 Nov 2021,https://navigatorresearch.org/wp-content/uploads/2021/04/Navigator-Toplines-03.29.21.pdf
2021-11-01,2021-03-26,2021-03-28,1,L̩ger,,0,0.4949695,0.1751715,False,a,all,1001.0,20.0,32.0,21.0,19.0,24.74324,32.2804,22.36744,16.36032,09:32:26  1 Nov 2021,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/03/Legers-North-American-Tracker-March-29th-2021-min.pdf
2021-11-01,2021-03-20,2021-03-23,1,YouGov,B+,0,0.8415025,0.1751337,False,a,all,1500.0,18.0,34.0,30.0,17.0,22.77228,32.04143,28.11007,16.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/5v6z1pywv7/econTabReport.pdf
2021-11-01,2021-03-15,2021-03-21,1,Echelon Insights,B/C,0,1.179191,0.1335663,False,rv,all,1008.0,35.0,28.0,32.0,,25.6723,31.94504,31.07568,,09:32:26  1 Nov 2021,https://echeloninsights.com/in-the-news/march-omnibus-covid/
2021-11-01,2021-03-12,2021-03-18,1,SSRS,C,0,1.12276,0.0894953,False,a,all,1500.0,22.0,38.0,28.0,12.0,24.87867,35.40389,27.15781,13.08811,09:32:26  1 Nov 2021,https://www.washingtonpost.com/context/march-12-18-washington-post-university-of-maryland-national-sports-poll/0bc3be9a-c996-4bb9-8d4f-df1dbafbd38e/?itid=lk_inline_manual_2
2021-11-01,2021-03-12,2021-03-14,0,Harris Insights & Analytics,B+,0,0.8922378,0.8922378,False,a,all,1977.0,43.0,41.0,11.0,5.0,45.74712,38.43557,10.76942,3.837038,09:32:22  1 Nov 2021,https://theharrispoll.com/wp-content/uploads/2021/03/Wave-55-Data-Tabs.pdf
2021-11-01,2021-03-12,2021-03-14,1,L̩ger,,0,0.5105367,0.0225036,False,a,all,1003.0,20.0,35.0,19.0,18.0,24.74324,35.2804,20.36744,15.36032,09:32:26  1 Nov 2021,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/03/Legers-North-American-Tracker-March-15th-2021-min.pdf
2021-11-01,2021-03-12,2021-03-14,1,RMG Research,B-,0,1.194977,0.0779333,False,a,all,1000.0,62.0,,38.0,,55.09351,,36.29114,,09:32:26  1 Nov 2021,https://www.healthinsurance.com/learning-center/article/coronavirus-anniversary-survey
2021-11-01,2021-03-10,2021-03-13,1,YouGov,B+,0,1.268407,0.0500791,False,a,all,2382.0,29.0,39.0,21.0,11.0,33.77228,37.04143,19.11007,10.43373,09:32:26  1 Nov 2021,https://drive.google.com/file/d/1fIZaAH0X45MazScguHAnitO4SsV_PdhR/view
2021-11-01,2021-03-06,2021-03-09,1,YouGov,B+,0,0.7997547,0.015655,False,a,all,1500.0,22.0,35.0,25.0,18.0,26.77228,33.04143,23.11007,17.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/pzzc3d0izz/econTabReport.pdf
2021-11-01,2021-03-05,2021-03-07,0,Harris Insights & Analytics,B+,0,0.7547055,0.6721596,False,a,all,1963.0,46.0,38.0,10.0,5.0,48.74712,35.43557,9.769418,3.837038,09:32:22  1 Nov 2021,https://theharrispoll.com/wp-content/uploads/2021/03/Wave-54-Data-Tabs.pdf
2021-11-01,2021-03-05,2021-03-06,1,Ipsos,B-,0,0.8253704,0.0119619,False,a,all,521.0,27.0,45.0,20.0,8.0,26.57843,41.55962,21.43597,10.55234,09:32:26  1 Nov 2021,https://www.ipsos.com/sites/default/files/ct/news/documents/2021-03/topline_abc_ipsos_poll_030721.pdf
2021-11-01,2021-02-27,2021-03-02,1,YouGov,B+,0,0.813931,0.0,False,a,all,1500.0,23.0,35.0,26.0,16.0,27.77228,33.04143,24.11007,15.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/t6j86u0k1g/econTabReport.pdf
2021-11-01,2021-03-02,2021-03-02,1,Data for Progress,B,0,1.181345,0.0,False,a,all,963.0,31.17,33.4,20.47,12.56,30.66547,32.92882,21.50082,12.9988,09:32:26  1 Nov 2021,https://docs.google.com/spreadsheets/d/1zGGmAuDVWSRBN_AUpF2H2aY61INBCuETi7R6TJfS1vE/edit#gid=0
2021-11-01,2021-02-25,2021-03-01,1,Monmouth University,A,0,1.499527,0.0,False,a,all,802.0,40.0,28.0,14.0,16.0,33.55,31.88354,17.20788,15.40216,09:32:26  1 Nov 2021,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_030821.pdf/
2021-11-01,2021-02-25,2021-03-01,1,AP-NORC,,0,1.628642,0.0,False,a,all,1434.0,31.0,36.0,24.0,9.0,26.96714,37.13317,24.57912,11.15313,09:32:26  1 Nov 2021,https://apnorc.org/wp-content/uploads/2021/03/Feb-2021-topline-final.pdf
2021-11-01,2021-02-26,2021-02-28,0,Harris Insights & Analytics,B+,0,0.6808784,0.5319362,False,a,all,2000.0,45.0,38.0,11.0,6.0,47.74712,35.43557,10.76942,4.837038,09:32:22  1 Nov 2021,https://theharrispoll.com/wp-content/uploads/2021/03/Wave-53-Data-Tabs.pdf
2021-11-01,2021-02-26,2021-02-28,1,L̩ger,,0,0.5076056,0.0,False,a,all,1002.0,22.0,32.0,17.0,17.0,26.74324,32.2804,18.36744,14.36032,09:32:26  1 Nov 2021,https://leger360.com/wp-content/uploads/2021/03/Legers-North-American-Tracker-March-1st-2021-min.pdf
2021-11-01,2021-02-19,2021-02-22,1,YouGov,B+,0,0.7956457,0.0,False,a,all,1500.0,23.0,35.0,25.0,17.0,27.77228,33.04143,23.11007,16.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/imdk8zumh5/econTabReport.pdf
2021-11-01,2021-02-19,2021-02-21,0,Harris Insights & Analytics,B+,0,0.6088775,0.4090896,False,a,all,1961.0,47.0,38.0,11.0,4.0,49.74712,35.43557,10.76942,2.837038,09:32:22  1 Nov 2021,https://theharrispoll.com/wp-content/uploads/2021/02/Wave-52-Data-Tabs.pdf
2021-11-01,2021-02-12,2021-02-18,1,Echelon Insights,B/C,0,1.073161,0.0,False,rv,all,1005.0,50.0,29.0,20.0,,40.67231,32.94504,19.07568,,09:32:26  1 Nov 2021,https://echeloninsights.com/in-the-news/february-omnibus-covid/
2021-11-01,2021-02-13,2021-02-16,1,YouGov,B+,0,0.7513835,0.0,False,a,all,1500.0,24.0,37.0,24.0,16.0,28.77228,35.04143,22.11007,15.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/3at75tb28w/econTabReport.pdf
2021-11-01,2021-02-12,2021-02-15,1,YouGov,B+,0,0.5012528,0.0,False,a,all,1000.0,35.0,34.0,14.0,11.0,39.77228,32.04143,12.11007,10.43373,09:32:26  1 Nov 2021,https://big.assets.huffingtonpost.com/athena/files/2021/02/19/60303c7cc5b66dfc101ead5e.pdf
2021-11-01,2021-02-12,2021-02-14,0,Harris Insights & Analytics,B+,0,0.5816484,0.3271772,False,a,all,1984.0,46.0,39.0,11.0,4.0,48.74712,36.43557,10.76942,2.837038,09:32:22  1 Nov 2021,https://theharrispoll.com/wp-content/uploads/2021/02/Wave-51-Data-Tabs.pdf
2021-11-01,2021-02-12,2021-02-14,1,L̩ger,,0,0.5083503,0.0,False,a,all,1002.0,25.0,33.0,16.0,15.0,29.74324,33.2804,17.36744,12.36032,09:32:26  1 Nov 2021,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/02/Legers-North-American-Tracker-February-15th-2021-min.pdf
2021-11-01,2021-02-06,2021-02-09,1,YouGov,B+,0,0.764569,0.0,False,a,all,1500.0,26.0,35.0,23.0,16.0,30.77228,33.04143,21.11007,15.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/rqqxdo2ujy/econTabReport.pdf
2021-11-01,2021-02-05,2021-02-07,0,Harris Insights & Analytics,B+,0,0.5812616,0.2633842,False,a,all,2043.0,50.0,35.0,10.0,5.0,52.74712,32.43557,9.769418,3.837038,09:32:22  1 Nov 2021,https://theharrispoll.com/wp-content/uploads/2021/02/Wave-50-Data-Tabs.pdf
2021-11-01,2021-02-05,2021-02-07,1,YouGov,B+,0,0.5247886,0.0,False,a,all,1000.0,32.0,33.0,19.0,11.0,36.77228,31.04143,17.11007,10.43373,09:32:26  1 Nov 2021,https://big.assets.huffingtonpost.com/athena/files/2021/02/11/6025c47bc5b6741597e0e0f2.pdf
2021-11-01,2021-01-31,2021-02-02,1,YouGov,B+,0,0.8488688,0.0,False,a,all,1500.0,25.0,37.0,24.0,14.0,29.77228,35.04143,22.11007,13.43373,09:32:26  1 Nov 2021,https://docs.cdn.yougov.com/460mactkmh/econTabReport.pdf
2021-11-01,2021-02-02,2021-02-02,1,Data for Progress,B,0,1.257665,0.0,False,a,all,1163.0,33.81,31.84,19.15,11.0,33.30547,31.36882,20.18082,11.4388,09:32:26  1 Nov 2021,https://docs.google.com/spreadsheets/d/1dmzc8DpmtpppErDUVQWbqO9WofnPnccC4fQz2vEWDww/edit#gid=0
2021-11-01,2021-01-29,2021-01-31,0,Harris Insights & Analytics,B+,0,0.5772159,0.1984179,False,a,all,2025.0,53.0,33.0,9.0,5.0,55.74712,30.43558,8.769418,3.837038,09:32:22  1 Nov 2021,https://theharrispoll.com/wp-content/uploads/2021/02/Wave-49-Data-Tabs.pdf
2021-11-01,2021-01-29,2021-01-31,1,L̩ger,,0,0.5052764,0.0,False,a,all,1000.0,22.0,33.0,18.0,16.0,26.74324,33.2804,19.36744,13.36032,09:32:26  1 Nov 2021,https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/02/Legers-North-American-Tracker-February-1st-2021-min.pdf
2021-11-01,2021-01-20,2021-01-26,1,Echelon Insights,B/C,0,1.094925,0.0,False,rv,all,1006.0,52.0,25.0,20.0,,42.67231,28.94504,19.07568,,09:32:26  1 Nov 2021,https://echeloninsights.com/in-the-news/january-omnibus-covid-19-updates/
