date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_concern_very,pct_concern_some,pct_concern_not_very,pct_concern_none,pct_concern_very_adjusted,pct_concern_some_adjusted,pct_concern_not_very_adjusted,pct_concern_none_adjusted,timestamp,poll_url
2020-10-27,2020-10-19,2020-10-25,0,SurveyMonkey,D-,0,0.29441829,0.27434741,False,a,all,73903.0,61.0,29.0,7.0,3.0,56.297813,31.454831,8.4033632,3.3893074,13:20:23 27 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct25/
2020-10-27,2020-10-23,2020-10-25,0,Morning Consult,B/C,0,0.74557492,0.74557492,False,a,all,2200.0,57.0,28.0,4.0,4.0,54.031556,31.570883,7.3144865,4.6354033,13:20:23 27 Oct 2020,https://assets.morningconsult.com/wp-uploads/2020/10/26131953/2010127_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2020-10-27,2020-10-23,2020-10-25,1,L̩ger,,0,0.42794516,0.42794516,False,a,all,1000.0,28.0,35.0,18.0,14.0,31.877887,34.572507,18.158528,11.348471,13:20:26 27 Oct 2020,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf
2020-10-27,2020-10-23,2020-10-24,1,Ipsos,B-,0,0.73705364,0.73705364,False,a,all,551.0,36.0,41.0,15.0,7.0,35.549506,37.454711,15.847374,9.2639918,13:20:26 27 Oct 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline-abc-coronavirus-_10_25_20.pdf
2020-10-27,2020-10-18,2020-10-20,1,YouGov,B,0,0.54949192,0.45086443,False,rv,all,1500.0,24.0,38.0,21.0,17.0,28.499158,35.386655,18.713593,16.609951,13:20:26 27 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-27,2020-10-12,2020-10-18,0,SurveyMonkey,D-,0,0.2469421,0.17237808,False,a,all,78524.0,61.0,29.0,7.0,2.0,56.297813,31.454831,8.4033632,2.3893074,13:20:23 27 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct18/
2020-10-27,2020-10-16,2020-10-18,1,YouGov,B,0,0.53181502,0.39888007,False,rv,all,1583.0,24.0,39.0,22.0,15.0,28.499158,36.386655,19.713593,14.609951,13:20:26 27 Oct 2020,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf
2020-10-27,2020-10-16,2020-10-18,1,L̩ger,,0,0.34177335,0.25698021,False,a,all,1001.0,26.0,36.0,20.0,14.0,29.877887,35.572507,20.158528,11.348471,13:20:26 27 Oct 2020,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf
2020-10-27,2020-10-15,2020-10-17,0,Harris Insights & Analytics,C,0,0.57835491,0.42011028,False,a,all,2015.0,47.0,39.0,10.0,5.0,49.370865,36.687281,9.8437263,4.0218721,13:20:23 27 Oct 2020,https://theharrispoll.com/wp-content/uploads/2020/10/wave-34_tabs.pdf
2020-10-27,2020-10-11,2020-10-13,1,YouGov,B,0,0.4351426,0.24953293,False,rv,all,1500.0,21.0,42.0,24.0,14.0,25.499158,39.386655,21.713593,13.609951,13:20:26 27 Oct 2020,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
