date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_concern_very,pct_concern_some,pct_concern_not_very,pct_concern_none,pct_concern_very_adjusted,pct_concern_some_adjusted,pct_concern_not_very_adjusted,pct_concern_none_adjusted,timestamp,poll_url
2020-11-11,2020-11-06,2020-11-08,1,L̩ger,,0,0.55755485,0.55755485,False,a,all,1002.0,25.0,35.0,17.0,17.0,29.03277,34.466007,17.253373,14.362354,10:35:24 11 Nov 2020,https://leger360.com/wp-content/uploads/2020/11/Legers-Weekly-Survey-November-9th-2020-min-2.pdf
2020-11-11,2020-11-05,2020-11-07,0,Harris Insights & Analytics,C,0,0.531683,0.531683,False,a,all,1983.0,45.0,37.0,11.0,7.0,47.451453,34.682649,10.787753,5.9857577,10:35:21 11 Nov 2020,https://theharrispoll.com/wp-content/uploads/2020/11/Wave-37_Banners.pdf
2020-11-11,2020-10-31,2020-11-02,1,YouGov,B,0,0.51724863,0.41796631,False,rv,all,1500.0,24.0,38.0,24.0,14.0,28.509713,35.398275,21.722231,13.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/jsojry0vph/econTabReport.pdf
2020-11-11,2020-10-26,2020-11-01,0,SurveyMonkey,D-,0,0.31456819,0.24680826,False,a,all,91214.0,60.0,29.0,7.0,3.0,55.203485,31.461772,8.4728429,3.4371179,10:35:21 11 Nov 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct25/
2020-11-11,2020-10-30,2020-11-01,1,YouGov,B,0,0.49463515,0.384101,False,rv,all,1500.0,30.0,35.0,19.0,15.0,34.509713,32.398275,16.722231,14.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/9uv1pif4fj/20201101_yahoo_coronavirus_tabs.pdf
2020-11-11,2020-10-29,2020-10-31,0,Harris Insights & Analytics,C,0,0.42744856,0.34708348,False,a,all,1954.0,52.0,33.0,11.0,5.0,54.451453,30.682649,10.787753,3.9857577,10:35:21 11 Nov 2020,https://theharrispoll.com/wp-content/uploads/2020/11/Wave-36-tabs.pdf
2020-11-11,2020-10-23,2020-10-27,1,YouGov,B,0,0.27658882,0.16230615,False,rv,all,1000.0,34.0,33.0,20.0,11.0,38.509713,30.398275,17.722231,10.639947,10:35:24 11 Nov 2020,https://big.assets.huffingtonpost.com/athena/files/2020/10/28/5f99eeb3c5b6aab57a0f1a0e.pdf
2020-11-11,2020-10-25,2020-10-27,1,YouGov,B,0,0.42436504,0.26242073,False,rv,all,1500.0,26.0,37.0,23.0,14.0,30.509713,34.398275,20.722231,13.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
2020-11-11,2020-10-19,2020-10-25,0,SurveyMonkey,D-,0,0.20666875,0.12354554,False,a,all,73903.0,61.0,29.0,7.0,3.0,56.203485,31.461772,8.4728429,3.4371179,10:35:21 11 Nov 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct25/
2020-11-11,2020-10-23,2020-10-25,0,Morning Consult,B/C,0,0.74557492,0.48143226,False,a,all,2200.0,57.0,28.0,4.0,4.0,53.993429,31.568197,7.3463287,4.646139,10:35:21 11 Nov 2020,https://assets.morningconsult.com/wp-uploads/2020/10/26131953/2010127_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2020-11-11,2020-10-23,2020-10-25,1,L̩ger,,0,0.36113085,0.20008193,False,a,all,1000.0,28.0,35.0,18.0,14.0,32.03277,34.466007,18.253373,11.362354,10:35:24 11 Nov 2020,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf
2020-11-11,2020-10-22,2020-10-24,0,Harris Insights & Analytics,C,0,0.38933396,0.2430305,False,a,all,2050.0,47.0,37.0,10.0,6.0,49.451453,34.682649,9.7877533,4.9857577,10:35:21 11 Nov 2020,https://theharrispoll.com/wp-content/uploads/2020/10/Wave35.pdf
2020-11-11,2020-10-23,2020-10-24,1,Ipsos,B-,0,0.73705364,0.41791962,False,a,all,551.0,36.0,41.0,15.0,7.0,35.602022,37.379231,15.894688,9.3055842,10:35:24 11 Nov 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline-abc-coronavirus-_10_25_20.pdf
2020-11-11,2020-10-16,2020-10-22,1,Echelon Insights,,0,0.76021172,0.31307878,False,lv,all,1006.0,49.0,27.0,23.0,,39.650793,30.321849,22.471648,,10:35:24 11 Nov 2020,https://echeloninsights.com/in-the-news/october-omnibus-covid-19/
2020-11-11,2020-10-18,2020-10-20,1,YouGov,B,0,0.38182475,0.15059135,False,rv,all,1500.0,24.0,38.0,21.0,17.0,28.509713,35.398275,18.722231,16.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-11-11,2020-10-12,2020-10-18,0,SurveyMonkey,D-,0,0.20125921,0.08260714,False,a,all,78524.0,61.0,29.0,7.0,2.0,56.203485,31.461772,8.4728429,2.4371179,10:35:21 11 Nov 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct18/
2020-11-11,2020-10-16,2020-10-18,1,L̩ger,,0,0.32087432,0.10586659,False,a,all,1001.0,26.0,36.0,20.0,14.0,30.03277,35.466007,20.253373,11.362354,10:35:24 11 Nov 2020,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-19th-2020-min.pdf
2020-11-11,2020-10-16,2020-10-18,1,YouGov,B,0,0.39652905,0.13057341,False,rv,all,1583.0,24.0,39.0,22.0,15.0,28.509713,36.398275,19.722231,14.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf
2020-11-11,2020-10-15,2020-10-17,0,Harris Insights & Analytics,C,0,0.35515647,0.15475511,False,a,all,2015.0,47.0,39.0,10.0,5.0,49.451453,36.682649,9.7877533,3.9857577,10:35:21 11 Nov 2020,https://theharrispoll.com/wp-content/uploads/2020/10/wave-34_tabs.pdf
2020-11-11,2020-10-11,2020-10-13,1,YouGov,B,0,0.37539701,0.06110706,False,rv,all,1500.0,21.0,42.0,24.0,14.0,25.509713,39.398275,21.722231,13.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
2020-11-11,2020-10-05,2020-10-11,0,SurveyMonkey,D-,0,0.18182892,0.03979243,False,a,all,66877.0,62.0,28.0,7.0,3.0,57.203485,30.461772,8.4728429,3.4371179,10:35:21 11 Nov 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct11/
2020-11-11,2020-10-09,2020-10-11,1,YouGov,B,0,0.38720639,0.04369773,False,rv,all,1525.0,23.0,41.0,21.0,15.0,27.509713,38.398275,18.722231,14.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf
2020-11-11,2020-10-09,2020-10-11,1,L̩ger,,0,0.31225258,0.03632285,False,a,all,1001.0,23.0,37.0,17.0,16.0,27.03277,36.466007,17.253373,13.362354,10:35:24 11 Nov 2020,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-13th-2020.pdf
2020-11-11,2020-10-08,2020-10-10,0,Harris Insights & Analytics,C,0,0.36305721,0.08876952,False,a,all,2050.0,50.0,35.0,10.0,4.0,52.451453,32.682649,9.7877533,2.9857577,10:35:21 11 Nov 2020,https://theharrispoll.com/wp-content/uploads/2020/10/wave-34_tabs.pdf
2020-11-11,2020-10-08,2020-10-10,0,Morning Consult,B/C,0,0.39585562,0.09720543,False,a,all,2200.0,59.0,27.0,5.0,3.0,55.993429,30.568197,8.3463287,3.646139,10:35:21 11 Nov 2020,https://assets.morningconsult.com/wp-uploads/2020/10/12135446/201033_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_YW.pdf
2020-11-11,2020-10-06,2020-10-09,1,ABC News/The Washington Post,A+,0,1.8257447,0.22720748,False,rv,all,879.0,29.0,36.0,15.0,12.0,32.281257,35.467599,14.43087,10.177912,10:35:24 11 Nov 2020,https://www.langerresearch.com//wp-content//uploads//1218a12020ElectionUpdate.pdf
2020-11-11,2020-09-28,2020-10-04,0,SurveyMonkey,D-,0,0.16951624,0.0072212,False,a,all,50146.0,61.0,29.0,7.0,3.0,56.203485,31.461772,8.4728429,3.4371179,10:35:21 11 Nov 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct4/
2020-11-11,2020-10-01,2020-10-04,0,Morning Consult,B/C,0,0.34136914,0.02917796,False,a,all,2200.0,58.0,26.0,5.0,3.0,54.993429,29.568197,8.3463287,3.646139,10:35:21 11 Nov 2020,https://assets.morningconsult.com/wp-uploads/2020/10/05133150/2009146_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-11-11,2020-10-02,2020-10-04,1,L̩ger,,0,0.30393229,0.01571841,False,a,all,1001.0,24.0,36.0,20.0,15.0,28.03277,35.466007,20.253373,12.362354,10:35:24 11 Nov 2020,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-5th-2020.pdf
2020-11-11,2020-10-01,2020-10-03,0,Harris Insights & Analytics,C,0,0.38980257,0.01877244,False,a,all,1976.0,47.0,37.0,11.0,6.0,49.451453,34.682649,10.787753,4.9857577,10:35:21 11 Nov 2020,https://theharrispoll.com/wp-content/uploads/2020/10/wave-34_tabs.pdf
2020-11-11,2020-10-02,2020-10-03,0,Morning Consult,B/C,0,0.15516779,0.01326271,False,a,all,1000.0,53.0,32.0,6.0,4.0,49.993429,35.568197,9.3463287,4.646139,10:35:21 11 Nov 2020,https://morningconsult.com/form/reaction-poll-trump-covid/
2020-11-11,2020-10-02,2020-10-03,1,YouGov,B,0,0.30445131,0.01496305,False,rv,all,1200.0,22.0,39.0,26.0,13.0,26.509713,36.398275,23.722231,12.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/y0zw7c7mm7/20201003_yahoo_coronavirus_tabs.pdf
2020-11-11,2020-10-02,2020-10-03,1,Ipsos,B-,0,0.59503725,0.03598688,False,a,all,506.0,37.0,44.0,13.0,6.0,36.602022,40.379231,13.894688,8.3055842,10:35:24 11 Nov 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline-abc-trump-covid-positive-2020.pdf
2020-11-11,2020-10-02,2020-10-02,0,Morning Consult,B/C,0,0.15536884,0.00899786,False,a,all,1000.0,55.0,30.0,6.0,2.0,51.993429,33.568197,9.3463287,2.646139,10:35:21 11 Nov 2020,https://morningconsult.com/form/reaction-poll-trump-covid/
2020-11-11,2020-10-01,2020-10-02,1,YouGov,B,0,0.38113844,0.01691445,False,rv,all,1504.0,20.0,35.0,28.0,17.0,24.509713,32.398275,25.722231,16.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/qmlxn6ghki/20201002_yahoo_coronavirus_tabs.pdf
2020-11-11,2020-09-27,2020-09-30,1,YouGov,B,0,0.38677633,0.01156946,False,rv,all,1500.0,20.0,41.0,25.0,15.0,24.509713,38.398275,22.722231,14.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/9k0tqsqgue/econTabReport.pdf
2020-11-11,2020-09-21,2020-09-27,0,SurveyMonkey,D-,0,0.18599484,0.00218281,False,a,all,48241.0,59.0,29.0,7.0,3.0,54.203485,31.461772,8.4728429,3.4371179,10:35:21 11 Nov 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept27/
2020-11-11,2020-09-25,2020-09-27,0,Morning Consult,B/C,0,0.34428917,0.00849928,False,a,all,2200.0,53.0,31.0,7.0,2.0,49.993429,34.568197,10.346329,2.646139,10:35:21 11 Nov 2020,https://assets.morningconsult.com/wp-uploads/2020/09/28123730/2009107_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-11-11,2020-09-25,2020-09-27,1,L̩ger,,0,0.29995791,0.00551854,False,a,all,1001.0,26.0,33.0,21.0,16.0,30.03277,32.466007,21.253373,13.362354,10:35:24 11 Nov 2020,https://leger360.com/wp-content/uploads/2020/09/Legers-Weekly-Survey-September-28th-2020-min.pdf
2020-11-11,2020-09-24,2020-09-26,0,Harris Insights & Analytics,C,0,0.38892237,0.0067157,False,a,all,1971.0,52.0,35.0,9.0,4.0,54.451453,32.682649,8.7877533,2.9857577,10:35:21 11 Nov 2020,https://theharrispoll.com/wp-content/uploads/2020/09/Wave-31_Banner-3.pdf
2020-11-11,2020-09-19,2020-09-25,1,Echelon Insights,,0,0.74498178,0.0,False,lv,all,1018.0,49.0,26.0,24.0,1.0,39.650793,29.321849,23.471648,6.0130684,10:35:24 11 Nov 2020,https://echeloninsights.com/in-the-news/september-omnibus-covid/
2020-11-11,2020-09-21,2020-09-24,1,ABC News/The Washington Post,A+,0,2.075937,0.01470779,False,a,all,1008.0,29.0,33.0,18.0,15.0,32.281257,32.467599,17.43087,13.177912,10:35:24 11 Nov 2020,https://www.langerresearch.com/wp-content/uploads/1217a2The2020Election.pdf
2020-11-11,2020-09-21,2020-09-23,1,YouGov,B,0,0.33335106,0.0,False,rv,all,1284.0,22.0,42.0,22.0,13.0,26.509713,39.398275,19.722231,12.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/o6p3vjhvnt/20200924_yahoo_coronavirus_tabs.pdf
2020-11-11,2020-09-20,2020-09-22,1,YouGov,B,0,0.38904121,0.0,False,a,all,1500.0,24.0,36.0,26.0,14.0,28.509713,33.398275,23.722231,13.639947,10:35:24 11 Nov 2020,https://docs.cdn.yougov.com/b8ow3q7r1e/econTabReport.pdf
2020-11-11,2020-09-17,2020-09-21,1,Global Strategy Group/GBAO/Navigator Research,,0,0.56949366,0.0,False,rv,all,1230.0,36.0,32.5,20.5,11.0,32.48676,33.953259,19.942321,12.133057,10:35:24 11 Nov 2020,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Full-Topline-F09.21.20.pdf
