date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_concern_very,pct_concern_some,pct_concern_not_very,pct_concern_none,pct_concern_very_adjusted,pct_concern_some_adjusted,pct_concern_not_very_adjusted,pct_concern_none_adjusted,timestamp,poll_url
2020-09-01,2020-08-28,2020-08-31,0,Morning Consult,B/C,0,0.59222774,0.59222774,False,a,all,2200.0,56.0,29.0,5.0,3.0,52.95838,32.551796,8.2813624,3.6340546,20:00:19  1 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/08/31125104/2008107_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-01,2020-08-24,2020-08-30,0,SurveyMonkey,D-,0,0.26794527,0.23855141,False,a,all,37386.0,63.0,27.0,7.0,3.0,59.100718,29.00282,8.2762838,3.301423,20:00:19  1 Sep 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug30/
2020-09-01,2020-08-28,2020-08-30,0,Harris Insights & Analytics,C,0,0.57204897,0.55145112,False,a,all,1946.0,48.0,35.0,11.0,8.0,49.953438,32.978198,10.994369,6.9976773,20:00:19  1 Sep 2020,https://theharrispoll.com/wp-content/uploads/2020/09/Wave-27_tabs_Banner-1.pdf
2020-09-01,2020-08-28,2020-08-30,1,L̩ger,,0,0.47506015,0.47506015,False,a,all,1003.0,26.0,35.0,20.0,16.0,29.568713,34.50581,20.187527,13.770142,20:00:21  1 Sep 2020,https://leger360.com/wp-content/uploads/2020/08/Legers-Weekly-Survey-august-31st-2020.pdf
2020-09-01,2020-08-23,2020-08-25,1,YouGov,B,0,0.46499161,0.37708836,False,a,all,1500.0,21.0,37.0,28.0,14.0,24.629326,34.688961,26.192163,14.390569,20:00:21  1 Sep 2020,https://docs.cdn.yougov.com/sqqliantmw/econTabReport.pdf
2020-09-01,2020-08-21,2020-08-24,0,Ipsos,B-,0,0.66228987,0.49766215,False,a,all,1084.0,52.0,34.0,9.0,4.0,52.292489,34.034181,9.004316,3.5163746,20:00:19  1 Sep 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-08/topline-axios-w22.pdf
2020-09-01,2020-08-17,2020-08-23,0,SurveyMonkey,D-,0,0.22730419,0.14504966,False,a,all,42315.0,64.0,27.0,6.0,3.0,60.100718,29.00282,7.2762838,3.301423,20:00:19  1 Sep 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-aug23/
2020-09-01,2020-08-21,2020-08-23,0,Morning Consult,B/C,0,0.44758637,0.32021024,False,a,all,2200.0,57.0,27.0,5.0,3.0,53.95838,30.551796,8.2813624,3.6340546,20:00:19  1 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/08/24113947/200878_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-01,2020-08-21,2020-08-23,0,Harris Insights & Analytics,C,0,0.45231647,0.32342463,False,a,all,1962.0,54.0,32.0,10.0,4.0,55.953438,29.978198,9.994369,2.9976773,20:00:19  1 Sep 2020,https://theharrispoll.com/wp-content/uploads/2020/08/data-tabs_w26.pdf
2020-09-01,2020-08-21,2020-08-23,1,L̩ger,,0,0.40573585,0.30261196,False,a,all,1003.0,25.0,36.0,17.0,16.0,28.568713,35.50581,17.187527,13.770142,20:00:21  1 Sep 2020,https://projects.fivethirtyeight.com/polls/20200824_National.pdf
2020-09-01,2020-08-20,2020-08-22,1,YouGov,B,0,0.27089023,0.18979821,False,a,all,1000.0,37.0,33.0,19.0,8.0,40.629326,30.688961,17.192163,8.3905687,20:00:21  1 Sep 2020,https://docs.cdn.yougov.com/d0176c71yw/tabs_HP_Coronavirus_20200820.pdf
2020-09-01,2020-08-19,2020-08-21,1,YouGov,B,0,0.58342636,0.38713957,False,rv,all,2226.0,32.0,36.0,20.0,12.0,35.629326,33.688961,18.192163,12.390569,20:00:21  1 Sep 2020,https://drive.google.com/file/d/11UTgWRN1SvFmO3W9PVVOnPyGYqea4X6H/view
