date_start,date_end,pollster,poll_sponsor,poll_type,poll_subject,question_text,population,party,sample_size,pct_approve,pct_disapprove,poll_url
2020-09-06,2020-09-08,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,all,1500.0,40.0,52.0,https://docs.cdn.yougov.com/8nwf5tw7g2/econTabReport.pdf
2020-09-06,2020-09-08,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,D,510.0,11.0,84.0,https://docs.cdn.yougov.com/8nwf5tw7g2/econTabReport.pdf
2020-09-06,2020-09-08,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,I,611.0,33.0,51.0,https://docs.cdn.yougov.com/8nwf5tw7g2/econTabReport.pdf
2020-09-03,2020-09-08,Ipsos (online),Reuters,0,Trump,Do you approve or disapprove of the way Donald Trump is handling the following issues? Coronavirus/COVID-19,a,all,1337.0,38.0,57.0,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_09_2020_.pdf
2020-09-03,2020-09-08,Monmouth U.,,0,Trump,Please tell me if each of the following has done a good job or bad job dealing with the coronavirus outbreak. President Trump,a,all,867.0,37.0,56.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_090920.pdf/
2020-09-03,2020-09-08,Monmouth U.,,0,Trump,Please tell me if each of the following has done a good job or bad job dealing with the coronavirus outbreak. President Trump,a,R,261.0,77.0,18.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_090920.pdf/
2020-09-03,2020-09-08,Monmouth U.,,0,Trump,Please tell me if each of the following has done a good job or bad job dealing with the coronavirus outbreak. President Trump,a,D,238.0,5.0,89.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_090920.pdf/
2020-09-03,2020-09-08,Monmouth U.,,0,Trump,Please tell me if each of the following has done a good job or bad job dealing with the coronavirus outbreak. President Trump,a,I,361.0,34.0,57.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_090920.pdf/
2020-09-06,2020-09-08,YouGov,Economist,0,Trump,Do you approve or disapprove of Donald Trump’s handling of COVID-19 outbreak?,a,R,370.0,82.0,14.0,https://docs.cdn.yougov.com/8nwf5tw7g2/econTabReport.pdf
2020-08-31,2020-09-06,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,all,35847.0,44.0,54.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept6/
2020-08-31,2020-09-06,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,I,4752.0,32.0,66.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept6/
2020-08-31,2020-09-06,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,D,16297.0,7.0,93.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept6/
2020-08-31,2020-09-06,SurveyMonkey,NBC News,0,Trump,Do you approve or disapprove of the way President Trump is handling the federal government’s response to the coronavirus?,a,R,13898.0,88.0,11.0,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept6/
2020-09-02,2020-09-06,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,I,779.0,30.0,57.0,https://assets.morningconsult.com/wp-uploads/2020/09/08124344/200903_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-02,2020-09-06,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,D,749.0,10.0,85.0,https://assets.morningconsult.com/wp-uploads/2020/09/08124344/200903_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-02,2020-09-06,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,R,672.0,80.0,15.0,https://assets.morningconsult.com/wp-uploads/2020/09/08124344/200903_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-02,2020-09-06,Morning Consult,,0,Trump,Do you approve or disapprove of the job each of the following is doing in handling the spread of coronavirus in the United States? President Donald Trump,a,all,2200.0,38.0,53.0,https://assets.morningconsult.com/wp-uploads/2020/09/08124344/200903_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-04,2020-09-06,Change Research,CNBC,0,Trump,Do you approve or disapprove of the job Donald Trump is doing handling each of the following issues: The coronavirus,lv,all,1902.0,43.0,57.0,https://changeresearch.com/post/states-of-play-battleground-wave-13/
2020-08-28,2020-09-03,Kaiser Family Foundation,,0,Trump,Do you approve or disapprove of the way President Trump is handling the current coronavirus outbreak in the US?,a,all,1199.0,43.0,55.0,https://www.kff.org/coronavirus-covid-19/report/kff-health-tracking-poll-september-2020
2020-08-28,2020-09-03,Kaiser Family Foundation,,0,Trump,Do you approve or disapprove of the way President Trump is handling the current coronavirus outbreak in the US?,a,R,309.0,91.0,9.0,https://www.kff.org/coronavirus-covid-19/report/kff-health-tracking-poll-september-2020
2020-08-28,2020-09-03,Kaiser Family Foundation,,0,Trump,Do you approve or disapprove of the way President Trump is handling the current coronavirus outbreak in the US?,a,D,371.0,10.0,89.0,https://www.kff.org/coronavirus-covid-19/report/kff-health-tracking-poll-september-2020
2020-08-28,2020-09-03,Kaiser Family Foundation,,0,Trump,Do you approve or disapprove of the way President Trump is handling the current coronavirus outbreak in the US?,a,I,414.0,39.0,58.0,https://www.kff.org/coronavirus-covid-19/report/kff-health-tracking-poll-september-2020
