date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2020-10-19,2020-10-13,2020-10-15,Trump,Ipsos,B-,,0.59304479,0.59304479,False,rv,D,564.0,9.0,90.0,8.9632133,89.368541,07:20:09 19 Oct 2020,https://infogram.com/reutersipsos-poll-oct-16-1h7j4dqeg3em6nr
2020-10-19,2020-10-13,2020-10-15,Trump,Ipsos,B-,,0.56917992,0.56917992,False,rv,R,530.0,76.0,22.0,77.090174,20.59615,07:20:20 19 Oct 2020,https://infogram.com/reutersipsos-poll-oct-16-1h7j4dqeg3em6nr
2020-10-19,2020-10-13,2020-10-15,Trump,Ipsos,B-,,0.40821053,0.40821053,False,a,all,1342.0,39.0,57.0,39.787045,56.706287,07:20:27 19 Oct 2020,https://infogram.com/reutersipsos-poll-oct-16-1h7j4dqeg3em6nr
2020-10-19,2020-10-08,2020-10-13,Trump,Marist College,A+,,0.84899731,0.7500915,False,rv,D,395.67,4.0,95.0,4.8709034,93.66948,07:20:09 19 Oct 2020,http://maristpoll.marist.edu/wp-content/uploads/2020/10/NPR_PBS-NewsHour_Marist-Poll_USA_Complete-Survey-Findings_Likely_Adults-Tables_202010150849.pdf
2020-10-19,2020-10-11,2020-10-13,Trump,YouGov,B,,0.4318729,0.3948015,False,rv,D,566.0,2.0,93.0,0.79610161,95.259802,07:20:09 19 Oct 2020,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
2020-10-19,2020-10-08,2020-10-13,Trump,Marist College,A+,,0.94461328,0.90793168,False,rv,I,443.63,31.0,66.0,32.001416,64.491703,07:20:14 19 Oct 2020,http://maristpoll.marist.edu/wp-content/uploads/2020/10/NPR_PBS-NewsHour_Marist-Poll_USA_Complete-Survey-Findings_Likely_Adults-Tables_202010150849.pdf
2020-10-19,2020-10-11,2020-10-13,Trump,YouGov,B,,0.44817898,0.44817898,False,rv,I,524.0,41.0,55.0,40.126767,60.048646,07:20:14 19 Oct 2020,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
2020-10-19,2020-10-08,2020-10-13,Trump,Marist College,A+,,0.75189346,0.66429998,False,rv,R,347.71,87.0,11.0,86.105911,11.703454,07:20:20 19 Oct 2020,http://maristpoll.marist.edu/wp-content/uploads/2020/10/NPR_PBS-NewsHour_Marist-Poll_USA_Complete-Survey-Findings_Likely_Adults-Tables_202010150849.pdf
2020-10-19,2020-10-11,2020-10-13,Trump,YouGov,B,,0.38521353,0.35253228,False,rv,R,409.0,85.0,11.0,84.631615,12.040835,07:20:20 19 Oct 2020,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
2020-10-19,2020-10-08,2020-10-13,Trump,Marist College,A+,,2.5814655,2.280732,False,a,all,1397.0,38.0,59.0,38.744417,57.896202,07:20:27 19 Oct 2020,http://maristpoll.marist.edu/wp-content/uploads/2020/10/NPR_PBS-NewsHour_Marist-Poll_USA_Complete-Survey-Findings_Likely_Adults-Tables_202010150849.pdf
2020-10-19,2020-10-09,2020-10-13,Trump,Ipsos,B-,,0.33951191,0.29510798,False,a,all,1303.0,41.0,53.0,41.787045,52.706287,07:20:27 19 Oct 2020,https://www.ipsos.com/en-us/reutersipsos-core-political-survey-general-election-tracker-10142020
2020-10-19,2020-10-11,2020-10-13,Trump,YouGov,B,,0.558873,0.50951679,False,rv,all,1500.0,39.0,56.0,39.252626,58.106966,07:20:27 19 Oct 2020,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf
2020-10-19,2020-10-08,2020-10-12,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.7375388,0.61746276,False,rv,D,999.95,6.0,94.0,6.4890286,93.210809,07:20:09 19 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigating-Coronavirus-Update-10.13.2020.pdf
2020-10-19,2020-10-08,2020-10-12,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.78335124,0.72098614,False,rv,I,999.95,34.0,59.0,36.363664,58.688286,07:20:14 19 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigating-Coronavirus-Update-10.13.2020.pdf
2020-10-19,2020-10-08,2020-10-12,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.74993067,0.6285966,False,rv,R,999.95,87.0,13.0,87.112149,12.745753,07:20:20 19 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigating-Coronavirus-Update-10.13.2020.pdf
2020-10-19,2020-10-08,2020-10-12,Trump,AP-NORC,,,1.4066615,1.1825421,False,a,all,1121.0,33.0,66.0,35.336588,62.062269,07:20:27 19 Oct 2020,https://apnorc.org/wp-content/uploads/2020/10/topline_october_trumpcovid.pdf
2020-10-19,2020-10-08,2020-10-12,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.41319542,0.34186321,False,rv,all,1003.0,41.0,58.0,40.981616,57.163871,07:20:27 19 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigating-Coronavirus-Update-10.13.2020.pdf
2020-10-19,2020-10-09,2020-10-12,Trump,NBC News/The Wall Street Journal,A-,,1.5625593,1.3769854,False,rv,all,1000.0,41.0,57.0,40.931112,56.625046,07:20:27 19 Oct 2020,https://s.wsj.net/public/resources/documents/WSJNBCPoll-Mid-October-2020.pdf
2020-10-19,2020-10-01,2020-10-11,Trump,SurveyMonkey,D-,,0.22978954,0.14934547,False,rv,D,40928.0,6.0,94.0,6.0873295,92.553084,07:20:09 19 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
2020-10-19,2020-10-05,2020-10-11,Trump,SurveyMonkey,D-,,0.18377994,0.13534216,False,a,D,30404.0,6.0,93.0,6.0873295,91.553084,07:20:09 19 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct11/
2020-10-19,2020-10-09,2020-10-11,Trump,YouGov,B,,0.42318857,0.3506698,False,rv,D,592.0,6.0,93.0,4.7961016,95.259802,07:20:09 19 Oct 2020,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf
2020-10-19,2020-10-01,2020-10-11,Trump,SurveyMonkey,D-,,0.2281848,0.16835876,False,rv,I,11438.0,33.0,65.0,33.084415,62.252671,07:20:14 19 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
2020-10-19,2020-10-05,2020-10-11,Trump,SurveyMonkey,D-,,0.18253245,0.15051448,False,a,I,8508.0,33.0,66.0,33.084415,63.252671,07:20:14 19 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct11/
2020-10-19,2020-10-09,2020-10-11,Trump,YouGov,B,,0.34729913,0.31751553,False,rv,I,431.0,41.0,55.0,40.126767,60.048646,07:20:14 19 Oct 2020,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf
2020-10-19,2020-10-01,2020-10-11,Trump,SurveyMonkey,D-,,0.23218688,0.15112212,False,rv,R,35102.0,88.0,12.0,83.691613,14.763336,07:20:20 19 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
2020-10-19,2020-10-05,2020-10-11,Trump,SurveyMonkey,D-,,0.18779561,0.13844679,False,a,R,26428.0,88.0,12.0,83.691613,14.763336,07:20:20 19 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct11/
2020-10-19,2020-10-09,2020-10-11,Trump,YouGov,B,,0.3684917,0.30603977,False,rv,R,414.0,85.0,11.0,84.631615,12.040835,07:20:20 19 Oct 2020,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf
2020-10-19,2020-10-01,2020-10-11,Trump,SurveyMonkey,D-,,0.23083326,0.15008516,False,rv,all,89607.0,43.0,55.0,39.62748,56.98907,07:20:27 19 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
