election_cycle,race_type,name_incumbent,name_challenger,name_third,votes_ec_prob_incumbent,votes_ec_prob_challenger,votes_ec_prob_third,votes_ec_total,model,date_modeled,simulation_timestamp,simulation_count
2020,President,Trump,Biden,,0.001,0.0,,99,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.003525,0.0022,,264,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0021,0.0006,,251,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.002075,0.003625,,252,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0024,0.0034,,253,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0027,0.00155,,254,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00275,0.0017,,255,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00215,0.001025,,256,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00135,0.0013,,257,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.006375,0.0033,,258,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0156,0.003025,,259,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.000225,0.0,,26,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.006875,0.001025,,260,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.002,0.0009,,261,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00095,0.002975,,262,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0014,0.0043,,263,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.006775,0.001325,,265,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0001,0.0,,25,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.003275,0.001125,,266,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.001375,0.001125,,267,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.001925,0.003525,,268,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.004575,0.004575,,269,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,2.5e-05,0.0,,27,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.003525,0.001925,,270,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.001125,0.001375,,271,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.001125,0.003275,,272,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.001325,0.006775,,273,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0022,0.003525,,274,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0043,0.0014,,275,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.002975,0.00095,,276,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0009,0.002,,277,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.001025,0.006875,,278,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.003075,0.0009,,250,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.005575,0.001925,,249,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.01925,0.000775,,219,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0045,0.00115,,233,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.005325,0.0013,,220,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.002475,0.001075,,221,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00385,0.001925,,222,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0036,0.000825,,223,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00265,0.000525,,224,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.005725,0.0008,,225,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.003325,0.0031,,226,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00205,0.0022,,227,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.002425,0.001525,,228,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.005475,0.000875,,229,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00015,0.0,,23,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.008475,0.00085,,230,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00395,0.00055,,231,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.003325,0.002725,,232,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0034,0.00105,,234,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0095,0.003025,,248,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0021,0.0006,,235,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.00245,0.002,,236,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.001925,0.001575,,237,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.001425,0.0023,,238,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.0027,0.000975,,239,1,2020-10-19,21:55:04 19 Oct 2020,40000
2020,President,Trump,Biden,,0.000175,0.0,,24,1,2020-10-19,21:55:04 19 Oct 2020,40000
