election_cycle,race_type,name_incumbent,name_challenger,name_third,votes_ec_prob_incumbent,votes_ec_prob_challenger,votes_ec_prob_third,votes_ec_total,model,date_modeled,simulation_timestamp,simulation_count
2020,President,Trump,Biden,,0.00135,0.0,,99,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00465,0.001375,,264,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.001725,0.000625,,251,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00265,0.00475,,252,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.002325,0.004875,,253,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00265,0.00235,,254,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.002375,0.001175,,255,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.001825,0.001075,,256,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00165,0.0011,,257,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.008125,0.00625,,258,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.01835,0.00565,,259,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0001,0.0,,26,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00795,0.001025,,260,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00135,0.0006,,261,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.001,0.001525,,262,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00175,0.002725,,263,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00675,0.00195,,265,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.000125,0.0,,25,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00335,0.000625,,266,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00105,0.001425,,267,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.003925,0.002925,,268,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.004575,0.004575,,269,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,2.5e-05,0.0,,27,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.002925,0.003925,,270,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.001425,0.00105,,271,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.000625,0.00335,,272,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00195,0.00675,,273,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.001375,0.00465,,274,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.002725,0.00175,,275,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.001525,0.001,,276,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0006,0.00135,,277,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.001025,0.00795,,278,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0035,0.000725,,250,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0065,0.001425,,249,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.013775,0.000525,,219,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.005325,0.0013,,233,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00495,0.001225,,220,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.002975,0.00055,,221,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.003375,0.000925,,222,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.004325,0.000475,,223,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.002775,0.0004,,224,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.006725,0.000425,,225,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.003925,0.00245,,226,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.00375,0.0012,,227,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0053,0.00125,,228,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0057,0.00045,,229,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0001,0.0,,23,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0063,0.0005,,230,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0033,0.000525,,231,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.0062,0.001975,,232,1,2020-10-30,21:34:03 30 Oct 2020,40000
2020,President,Trump,Biden,,0.004,0.000525,,234,1,2020-10-30,21:34:03 30 Oct 2020,40000
