election_cycle,race_type,name_incumbent,name_challenger,name_third,votes_ec_prob_incumbent,votes_ec_prob_challenger,votes_ec_prob_third,votes_ec_total,model,date_modeled,simulation_timestamp,simulation_count
2020,President,Trump,Biden,,0.00175,0.0,,99,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00545,0.00305,,264,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00185,0.000525,,251,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00385,0.0039,,252,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.0042,0.003925,,253,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.003,0.004025,,254,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00265,0.0035,,255,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00235,0.002,,256,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00155,0.00165,,257,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.0046,0.00445,,258,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.012325,0.005125,,259,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.000225,0.0,,26,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00845,0.00175,,260,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00185,0.000675,,261,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.0018,0.002625,,262,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.003175,0.00345,,263,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.006875,0.0051,,265,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.00035,0.0,,25,1,2020-09-19,19:00:04 19 Sep 2020,40000
2020,President,Trump,Biden,,0.004425,0.002475,,266,1,2020-09-19,19:00:04 19 Sep 2020,40000
