election_cycle,race_type,name_incumbent,name_challenger,name_third,votes_ec_prob_incumbent,votes_ec_prob_challenger,votes_ec_prob_third,votes_ec_total,model,date_modeled,simulation_timestamp,simulation_count
2020,President,Trump,Biden,,0.001375,2.5e-05,,99,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0034,0.00285,,264,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0025,0.00125,,251,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.002025,0.005225,,252,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0021,0.004375,,253,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00315,0.004,,254,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00305,0.002925,,255,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003075,0.001875,,256,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.001575,0.0021,,257,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0037,0.0065,,258,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0121,0.0053,,259,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0004,0.0,,26,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.009275,0.001525,,260,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00215,0.00175,,261,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.002075,0.003075,,262,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0018,0.004425,,263,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.005275,0.002525,,265,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0003,0.0,,25,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00495,0.001775,,266,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.002,0.001425,,267,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0031,0.003875,,268,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.005475,0.005475,,269,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00015,2.5e-05,,27,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003875,0.0031,,270,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.001425,0.002,,271,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.001775,0.00495,,272,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.002525,0.005275,,273,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00285,0.0034,,274,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.004425,0.0018,,275,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003075,0.002075,,276,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00175,0.00215,,277,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.001525,0.009275,,278,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003075,0.00135,,250,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00595,0.002775,,249,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.020175,0.0019,,219,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0037,0.00215,,233,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0094,0.002875,,220,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.002675,0.002225,,221,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.002225,0.002725,,222,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003125,0.0025,,223,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003725,0.001475,,224,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003975,0.0015,,225,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003375,0.006375,,226,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0017,0.0032,,227,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0018,0.004825,,228,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003525,0.002025,,229,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00025,5e-05,,23,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00845,0.001425,,230,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.004475,0.0012,,231,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.002425,0.00575,,232,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.003275,0.0034,,234,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.009375,0.005825,,248,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.002625,0.0016,,235,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.0025,0.003475,,236,1,2020-09-03,21:55:03  3 Sep 2020,40000
2020,President,Trump,Biden,,0.00185,0.0026,,237,1,2020-09-03,21:55:03  3 Sep 2020,40000
