election_cycle,race_type,name_incumbent,name_challenger,name_third,votes_ec_prob_incumbent,votes_ec_prob_challenger,votes_ec_prob_third,votes_ec_total,model,date_modeled,simulation_timestamp,simulation_count
2020,President,Trump,Biden,,0.0019,0.0,,99,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004975,0.003,,264,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00185,0.001025,,251,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002025,0.0038,,252,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0026,0.004025,,253,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0027,0.00345,,254,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002825,0.00235,,255,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0026,0.001925,,256,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001325,0.00195,,257,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0069,0.005025,,258,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.018175,0.00375,,259,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0002,0.0,,26,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00995,0.00165,,260,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0019,0.001075,,261,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001225,0.00335,,262,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00245,0.004075,,263,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0077,0.002525,,265,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000275,0.0,,25,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004225,0.001925,,266,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0012,0.0014,,267,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0023,0.0046,,268,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0043,0.0043,,269,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,7.5e-05,0.0,,27,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0046,0.0023,,270,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0014,0.0012,,271,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001925,0.004225,,272,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002525,0.0077,,273,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003,0.004975,,274,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004075,0.00245,,275,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00335,0.001225,,276,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001075,0.0019,,277,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00165,0.00995,,278,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0025,0.000925,,250,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00575,0.002825,,249,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.018575,0.00155,,219,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003375,0.002025,,233,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.007025,0.002125,,220,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002,0.001475,,221,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0034,0.0034,,222,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00455,0.001275,,223,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004075,0.001025,,224,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00665,0.00125,,225,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004425,0.00455,,226,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00185,0.002575,,227,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0026,0.00335,,228,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.006475,0.0018,,229,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,7.5e-05,0.0,,23,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.009225,0.00105,,230,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004625,0.000475,,231,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0027,0.00335,,232,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00345,0.0017,,234,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0104,0.0043,,248,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002675,0.00095,,235,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00305,0.002475,,236,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002225,0.00185,,237,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0021,0.00425,,238,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002125,0.001675,,239,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000175,0.0,,24,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.006775,0.0011,,240,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00495,0.0008,,241,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002,0.005175,,242,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004575,0.003225,,243,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.005175,0.00325,,244,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003875,0.00165,,245,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003,0.0017,,246,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.005275,0.00185,,247,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00375,0.018175,,279,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000125,0.0,,28,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.005025,0.0069,,280,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001025,0.005525,,324,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002575,0.00185,,311,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00455,0.004425,,312,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00125,0.00665,,313,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001025,0.004075,,314,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001275,0.00455,,315,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0034,0.0034,,316,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001475,0.002,,317,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002125,0.007025,,318,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00155,0.018575,,319,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0003,0.0,,32,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001475,0.006625,,320,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001975,0.00215,,321,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00325,0.00325,,322,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000925,0.00615,,323,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001775,0.003025,,325,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00195,0.001325,,281,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003875,0.004025,,326,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0013,0.003775,,327,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00405,0.00225,,328,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0012,0.0032,,329,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000125,0.0,,33,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000825,0.0034,,330,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0017,0.0016,,331,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0009,0.00155,,332,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0015,0.00435,,333,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00065,0.00905,,334,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00325,0.008825,,335,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0005,0.0027,,336,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00445,0.00845,,337,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000875,0.00885,,338,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00335,0.0026,,310,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000225,0.0,,31,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0018,0.006475,,309,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00105,0.009225,,308,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001925,0.0026,,282,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00235,0.002825,,283,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00345,0.0027,,284,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004025,0.0026,,285,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0038,0.002025,,286,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001025,0.00185,,287,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000925,0.0025,,288,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002825,0.00575,,289,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00015,0.0,,29,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0043,0.0104,,290,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00185,0.005275,,291,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0017,0.003,,292,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00165,0.003875,,293,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00325,0.005175,,294,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003225,0.004575,,295,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.005175,0.002,,296,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0008,0.00495,,297,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0011,0.006775,,298,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001675,0.002125,,299,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,2.5e-05,0.0,,3,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0001,2.5e-05,,30,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00425,0.0021,,300,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00185,0.002225,,301,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002475,0.00305,,302,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00095,0.002675,,303,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0017,0.00345,,304,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002025,0.003375,,305,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00335,0.0027,,306,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000475,0.004625,,307,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00025,0.0,,22,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.006625,0.001475,,218,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0002,0.0,,34,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0023,2.5e-05,,142,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00025,0.0,,13,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000975,0.0001,,130,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.006425,0.0001,,131,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0077,2.5e-05,,132,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000925,2.5e-05,,133,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001325,0.0,,134,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0019,5e-05,,135,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0017,0.0,,136,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0012,0.000125,,137,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00345,5e-05,,138,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00135,0.0001,,139,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00015,0.0,,14,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00165,5e-05,,140,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004575,2.5e-05,,141,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001775,2.5e-05,,143,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002725,0.0,,128,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0028,0.0001,,144,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001425,0.000125,,145,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00135,2.5e-05,,146,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003975,2.5e-05,,147,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0033,7.5e-05,,148,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0019,5e-05,,149,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,7.5e-05,0.0,,15,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004375,0.000225,,150,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001925,7.5e-05,,151,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001525,7.5e-05,,152,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00185,0.0,,153,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00345,0.000175,,154,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001475,0.000175,,155,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002125,0.000175,,156,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0022,0.0001,,129,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00115,5e-05,,127,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00215,0.001975,,217,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002,2.5e-05,,111,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00015,0.0,,1,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,7.5e-05,0.0,,10,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003275,0.0,,100,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001175,2.5e-05,,101,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002825,0.0,,102,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0054,0.0,,103,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0022,0.0,,104,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000925,0.0,,105,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003275,2.5e-05,,106,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003325,0.0,,107,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002125,0.0,,108,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002975,0.0,,109,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000125,0.0,,11,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.006125,0.0,,110,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00245,0.0,,112,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0087,5e-05,,126,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00665,0.0,,113,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001725,2.5e-05,,114,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002975,0.0,,115,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.009875,2.5e-05,,116,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0034,2.5e-05,,117,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0015,5e-05,,118,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.008,2.5e-05,,119,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000125,0.0,,12,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001825,5e-05,,120,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.001525,0.0,,121,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.015925,2.5e-05,,122,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003525,5e-05,,123,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00155,2.5e-05,,124,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0265,5e-05,,125,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00475,0.000125,,157,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002025,5e-05,,158,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00205,7.5e-05,,159,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0027,0.0005,,202,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00375,0.001025,,190,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0032,0.0007,,191,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00235,0.000525,,192,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.002725,0.000675,,193,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.006325,0.001925,,194,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0032,0.000575,,195,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.006,0.002475,,196,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0053,0.0008,,197,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0044,0.0017,,198,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003725,0.001125,,199,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0,0.0,,2,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0001,0.0,,20,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00885,0.000875,,200,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00845,0.00445,,201,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.008825,0.00325,,203,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.000125,0.0,,16,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00905,0.00065,,204,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00435,0.0015,,205,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00155,0.0009,,206,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0016,0.0017,,207,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0034,0.000825,,208,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.0032,0.0012,,209,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00015,0.0,,21,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.00225,0.00405,,210,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003775,0.0013,,211,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.004025,0.003875,,212,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.003025,0.001775,,213,1,2020-10-04,20:24:03  4 Oct 2020,40000
2020,President,Trump,Biden,,0.005525,0.001025,,214,1,2020-10-04,20:24:03  4 Oct 2020,40000
