date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2020-10-25,2020-10-23,2020-10-24,Trump,Ipsos,B-,,0.19528076,0.19528076,False,a,all,551.0,38.0,61.0,38.72347,60.827776,07:40:28 25 Oct 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline-abc-coronavirus-_10_25_20.pdf
2020-10-25,2020-10-20,2020-10-22,Trump,Ipsos,B-,,0.59401309,0.59401309,False,rv,D,605.0,10.0,87.0,9.9180168,86.331534,07:40:09 25 Oct 2020,https://e.infogram.com/7803c640-a1aa-406a-a7c4-bf9efee425d3?parent_url=https%3A%2F%2Fwww.mitchellrepublic.com%2Fnews%2Fgovernment-and-politics%2F6731229-Oct.-20-22-polling-shows-Biden-gains-in-most-areas&src=embed#async_embed
2020-10-25,2020-10-20,2020-10-22,Trump,Ipsos,B-,,0.55466621,0.55466621,False,rv,R,543.0,78.0,21.0,79.043284,19.561745,07:40:21 25 Oct 2020,https://e.infogram.com/7803c640-a1aa-406a-a7c4-bf9efee425d3?parent_url=https%3A%2F%2Fwww.mitchellrepublic.com%2Fnews%2Fgovernment-and-politics%2F6731229-Oct.-20-22-polling-shows-Biden-gains-in-most-areas&src=embed#async_embed
2020-10-25,2020-10-20,2020-10-22,Trump,Ipsos,B-,,0.41341521,0.3579637,False,a,all,1393.0,39.0,55.0,39.72347,54.827776,07:40:28 25 Oct 2020,https://e.infogram.com/7803c640-a1aa-406a-a7c4-bf9efee425d3?parent_url=https%3A%2F%2Fwww.mitchellrepublic.com%2Fnews%2Fgovernment-and-politics%2F6731229-Oct.-20-22-polling-shows-Biden-gains-in-most-areas&src=embed#async_embed
2020-10-25,2020-10-18,2020-10-20,Trump,YouGov,B,,0.43007267,0.39315421,False,rv,D,582.0,9.0,90.0,7.7955514,92.142429,07:40:09 25 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-25,2020-10-17,2020-10-20,Trump,American Research Group,B,,0.64074812,0.59046139,False,a,D,362.0,3.0,91.0,5.0018805,90.707725,07:40:09 25 Oct 2020,https://americanresearchgroup.com/economy/
2020-10-25,2020-10-20,2020-10-20,Trump,Data for Progress,B-,,0.636487,0.610772,False,a,D,483.0,11.67,86.6,10.336861,88.264512,07:40:09 25 Oct 2020,https://docs.google.com/spreadsheets/d/1hfiWh6LDyascRtAh0b6ZXgOSfZDXNHNGUOOxf2DhZas/edit#gid=0
2020-10-25,2020-10-17,2020-10-20,Trump,American Research Group,B,,0.66506068,0.66506068,False,a,I,380.0,29.0,63.0,29.348519,63.544206,07:40:15 25 Oct 2020,https://americanresearchgroup.com/economy/
2020-10-25,2020-10-18,2020-10-20,Trump,YouGov,B,,0.41781897,0.41781897,False,rv,I,496.0,45.0,51.0,43.873673,56.08678,07:40:15 25 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-25,2020-10-18,2020-10-20,Trump,YouGov,B,,0.3877693,0.35485504,False,rv,R,421.0,86.0,11.0,85.522596,12.10409,07:40:21 25 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-25,2020-10-17,2020-10-20,Trump,American Research Group,B,,0.47904535,0.44154469,False,a,R,252.0,74.0,15.0,74.593567,15.822829,07:40:21 25 Oct 2020,https://americanresearchgroup.com/economy/
2020-10-25,2020-10-20,2020-10-20,Trump,Data for Progress,B-,,0.59736654,0.57327299,False,a,R,434.0,81.32,16.51,81.655758,16.067795,07:40:21 25 Oct 2020,https://docs.google.com/spreadsheets/d/1hfiWh6LDyascRtAh0b6ZXgOSfZDXNHNGUOOxf2DhZas/edit#gid=0
2020-10-25,2020-10-16,2020-10-20,Trump,Echelon Insights,,,0.75293172,0.57018661,False,lv,all,1006.0,41.0,58.0,41.172496,57.45897,07:40:28 25 Oct 2020,https://echeloninsights.com/in-the-news/october-omnibus-election-2020/
2020-10-25,2020-10-16,2020-10-20,Trump,Ipsos,B-,,0.35146837,0.25820713,False,a,all,1346.0,39.0,57.0,39.72347,56.827776,07:40:28 25 Oct 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/2020_reuters_tracking_-_core_political_general_election_tracker_10_21_2020_.pdf
2020-10-25,2020-10-18,2020-10-20,Trump,YouGov,B,,0.54220464,0.42272767,False,rv,all,1500.0,43.0,54.0,43.107573,56.22179,07:40:28 25 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-25,2020-10-17,2020-10-20,Trump,American Research Group,B,,1.332507,1.0682263,False,a,all,1100.0,31.0,61.0,33.511272,60.085463,07:40:28 25 Oct 2020,https://americanresearchgroup.com/economy/
2020-10-25,2020-10-20,2020-10-20,Trump,Data for Progress,B-,,0.8959657,0.74618023,False,a,all,1053.0,41.21,55.8,40.620568,56.825238,07:40:28 25 Oct 2020,https://docs.google.com/spreadsheets/d/1hfiWh6LDyascRtAh0b6ZXgOSfZDXNHNGUOOxf2DhZas/edit#gid=0
2020-10-25,2020-10-15,2020-10-19,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.55072754,0.46152167,False,rv,D,999.95,6.0,93.0,6.5245236,92.050299,07:40:09 25 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigator-Full-Topline-F10.20.2020.pdf
2020-10-25,2020-10-16,2020-10-19,Trump,Quinnipiac University,B+,,0.83209605,0.73421632,False,lv,D,456.32,4.0,95.0,6.1410284,92.448346,07:40:09 25 Oct 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3681
2020-10-25,2020-10-15,2020-10-19,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.56268726,0.51752179,False,rv,I,999.95,31.0,63.0,33.376518,62.565523,07:40:15 25 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigator-Full-Topline-F10.20.2020.pdf
2020-10-25,2020-10-16,2020-10-19,Trump,Quinnipiac University,B+,,0.83326678,0.80061276,False,lv,I,456.32,37.0,60.0,36.004152,59.951148,07:40:15 25 Oct 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3681
2020-10-25,2020-10-15,2020-10-19,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.5540152,0.46450042,False,rv,R,999.95,86.0,13.0,85.938132,12.864717,07:40:21 25 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigator-Full-Topline-F10.20.2020.pdf
2020-10-25,2020-10-16,2020-10-19,Trump,Quinnipiac University,B+,,0.74704757,0.65925452,False,lv,R,399.28,89.0,13.0,87.09277,14.463984,07:40:21 25 Oct 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3681
2020-10-25,2020-10-15,2020-10-19,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.41750966,0.29050146,False,rv,all,1000.0,41.0,57.0,40.886926,56.301973,07:40:28 25 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigator-Full-Topline-F10.20.2020.pdf
2020-10-25,2020-10-16,2020-10-19,Trump,Quinnipiac University,B+,,1.8190565,1.3865997,False,lv,all,1426.0,41.0,57.0,41.227873,56.196777,07:40:28 25 Oct 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3681
2020-10-25,2020-10-01,2020-10-18,Trump,SurveyMonkey,D-,,0.30514817,0.16319204,False,rv,D,77546.0,6.0,94.0,6.1199129,94.075919,07:40:09 25 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
2020-10-25,2020-10-12,2020-10-18,Trump,SurveyMonkey,D-,,0.17571618,0.13039848,False,a,D,36618.0,6.0,34.0,6.1199129,34.075919,07:40:09 25 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct18/
2020-10-25,2020-10-16,2020-10-18,Trump,YouGov,B,,0.43024442,0.35675439,False,rv,D,622.0,7.0,89.0,5.7955514,91.142429,07:40:09 25 Oct 2020,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf
2020-10-25,2020-10-16,2020-10-18,Trump,Morning Consult,B/C,,0.4342524,0.35719028,False,a,D,792.0,10.0,86.0,8.8566593,89.378233,07:40:09 25 Oct 2020,https://assets.morningconsult.com/wp-uploads/2020/10/19133545/201087_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-10-25,2020-10-01,2020-10-18,Trump,SurveyMonkey,D-,,0.30095311,0.18627565,False,rv,I,20744.0,32.0,66.0,32.114876,63.142772,07:40:15 25 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
2020-10-25,2020-10-12,2020-10-18,Trump,SurveyMonkey,D-,,0.16591876,0.13732394,False,a,I,9306.0,32.0,66.0,32.114876,63.142772,07:40:15 25 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct18/
2020-10-25,2020-10-16,2020-10-18,Trump,YouGov,B,,0.35932222,0.32871239,False,rv,I,453.0,40.0,57.0,38.873673,62.08678,07:40:15 25 Oct 2020,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf
2020-10-25,2020-10-16,2020-10-18,Trump,Morning Consult,B/C,,0.42320177,0.38596418,False,a,I,696.0,27.0,62.0,29.249626,64.362679,07:40:15 25 Oct 2020,https://assets.morningconsult.com/wp-uploads/2020/10/19133545/201087_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-10-25,2020-10-01,2020-10-18,Trump,SurveyMonkey,D-,,0.30598195,0.16386651,False,rv,R,65758.0,88.0,12.0,83.555768,14.819021,07:40:21 25 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
2020-10-25,2020-10-12,2020-10-18,Trump,SurveyMonkey,D-,,0.17396911,0.12914845,False,a,R,30656.0,88.0,12.0,83.555768,14.819021,07:40:21 25 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct18/
2020-10-25,2020-10-16,2020-10-18,Trump,YouGov,B,,0.35606351,0.29582057,False,rv,R,409.0,82.0,14.0,81.522596,15.10409,07:40:21 25 Oct 2020,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf
2020-10-25,2020-10-16,2020-10-18,Trump,Morning Consult,B/C,,0.42401789,0.34932793,False,a,R,711.0,80.0,17.0,81.473367,16.58559,07:40:21 25 Oct 2020,https://assets.morningconsult.com/wp-uploads/2020/10/19133545/201087_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-10-25,2020-10-01,2020-10-18,Trump,SurveyMonkey,D-,,0.30530265,0.1245728,False,rv,all,168131.0,43.0,55.0,39.52023,57.123316,07:40:28 25 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
2020-10-25,2020-10-12,2020-10-18,Trump,SurveyMonkey,D-,,0.17415389,0.10676599,False,a,all,78524.0,44.0,55.0,40.52023,57.123316,07:40:28 25 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct18/
2020-10-25,2020-10-16,2020-10-18,Trump,YouGov,B,,0.52518143,0.36442861,False,rv,all,1583.0,40.0,57.0,40.107573,59.22179,07:40:28 25 Oct 2020,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf
2020-10-25,2020-10-16,2020-10-18,Trump,Morning Consult,B/C,,0.52722119,0.36007867,False,a,all,2200.0,38.0,56.0,38.754069,57.81211,07:40:28 25 Oct 2020,https://assets.morningconsult.com/wp-uploads/2020/10/19133545/201087_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
