date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2020-09-17,2020-09-13,2020-09-15,Trump,YouGov,B,,0.42833718,0.42833718,False,a,D,540.0,10.0,86.0,8.7584177,88.27845,15:25:08 17 Sep 2020,https://docs.cdn.yougov.com/t0hi1tcqs5/econTabReport.pdf
2020-09-17,2020-09-13,2020-09-15,Trump,YouGov,B,,0.47456072,0.47456072,False,a,I,602.0,36.0,49.0,35.328339,54.039096,15:25:10 17 Sep 2020,https://docs.cdn.yougov.com/t0hi1tcqs5/econTabReport.pdf
2020-09-17,2020-09-13,2020-09-15,Trump,YouGov,B,,0.34256559,0.34256559,False,a,R,348.0,84.0,12.0,83.62855,12.9575,15:25:12 17 Sep 2020,https://docs.cdn.yougov.com/t0hi1tcqs5/econTabReport.pdf
2020-09-17,2020-09-11,2020-09-15,Trump,Ipsos,B-,,0.55708949,0.53207778,False,a,all,1358.0,39.0,58.0,39.914867,57.373115,15:25:16 17 Sep 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/2020_reuters_tracking_-_core_political_general_election_tracker_09_16_2020.pdf
2020-09-17,2020-09-13,2020-09-15,Trump,YouGov,B,,0.5645532,0.5645532,False,a,all,1500.0,40.0,51.0,40.341249,53.099155,15:25:16 17 Sep 2020,https://docs.cdn.yougov.com/t0hi1tcqs5/econTabReport.pdf
2020-09-17,2020-09-11,2020-09-14,Trump,Morning Consult,B/C,,0.35428245,0.33879354,False,rv,D,832.0,7.0,90.0,6.1004341,93.258767,15:25:08 17 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/09/16075444/200956_crosstabs_POLITICO_RVs_v1_LM.pdf
2020-09-17,2020-09-11,2020-09-14,Trump,Morning Consult,B/C,,0.27215108,0.26033692,False,rv,I,550.0,25.0,67.0,27.162386,69.035942,15:25:10 17 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/09/16075444/200956_crosstabs_POLITICO_RVs_v1_LM.pdf
2020-09-17,2020-09-11,2020-09-14,Trump,Morning Consult,B/C,,0.30334915,0.2901049,False,rv,R,609.0,76.0,21.0,77.645704,20.485957,15:25:12 17 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/09/16075444/200956_crosstabs_POLITICO_RVs_v1_LM.pdf
2020-09-17,2020-09-10,2020-09-14,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.53422598,0.4869187,False,rv,all,1007.0,40.0,57.0,40.085927,56.035029,15:25:16 17 Sep 2020,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Update-09.16.2020.pdf
2020-09-17,2020-09-11,2020-09-14,Trump,Morning Consult,B/C,,0.36689486,0.35060687,False,rv,all,1991.0,33.0,62.0,33.910662,63.472043,15:25:16 17 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/09/16075444/200956_crosstabs_POLITICO_RVs_v1_LM.pdf
2020-09-17,2020-09-11,2020-09-14,Trump,AP-NORC,,,1.3903179,1.3348711,False,a,all,1108.0,39.0,60.0,41.388247,55.921916,15:25:16 17 Sep 2020,https://apnorc.org/wp-content/uploads/2020/09/topline_september_covid.docx.pdf
2020-09-17,2020-09-07,2020-09-13,Trump,SurveyMonkey,D-,,0.28590113,0.23468471,False,a,D,17401.0,7.0,93.0,7.0096026,91.49514,15:25:08 17 Sep 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept13/
2020-09-17,2020-09-10,2020-09-13,Trump,Morning Consult,B/C,,0.3202708,0.29237716,False,a,D,784.0,11.0,83.0,10.100434,86.258767,15:25:08 17 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/09/14102242/200943_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-17,2020-09-07,2020-09-13,Trump,SurveyMonkey,D-,,0.26303165,0.21555732,False,a,I,4668.0,33.0,64.0,32.714929,61.467518,15:25:10 17 Sep 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept13/
2020-09-17,2020-09-10,2020-09-13,Trump,Morning Consult,B/C,,0.3511301,0.32078719,False,a,I,741.0,29.0,55.0,31.162386,57.035942,15:25:10 17 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/09/14102242/200943_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-17,2020-09-07,2020-09-13,Trump,SurveyMonkey,D-,,0.27175621,0.2228114,False,a,R,13654.0,88.0,11.0,84.14747,13.492203,15:25:12 17 Sep 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept13/
2020-09-17,2020-09-10,2020-09-13,Trump,Morning Consult,B/C,,0.32220267,0.29418407,False,a,R,675.0,82.0,13.0,83.645704,12.485957,15:25:12 17 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/09/14102242/200943_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-17,2020-09-07,2020-09-13,Trump,SurveyMonkey,D-,,0.2792463,0.22900887,False,a,all,36654.0,43.0,55.0,39.849639,56.625745,15:25:16 17 Sep 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-sept13/
2020-09-17,2020-09-10,2020-09-13,Trump,Morning Consult,B/C,,0.38533092,0.35131252,False,a,all,2200.0,38.0,51.0,38.910662,52.472043,15:25:16 17 Sep 2020,https://assets.morningconsult.com/wp-uploads/2020/09/14102242/200943_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
2020-09-17,2020-09-11,2020-09-12,Trump,Ipsos,B-,,0.30386582,0.27970196,False,a,D,171.0,5.0,95.0,5.5638616,93.748641,15:25:08 17 Sep 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_abc_ipsos_poll_september_13_2020.pdf
2020-09-17,2020-09-11,2020-09-12,Trump,Ipsos,B-,,0.35065072,0.32278076,False,a,I,202.0,31.0,69.0,31.549391,66.502466,15:25:10 17 Sep 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_abc_ipsos_poll_september_13_2020.pdf
2020-09-17,2020-09-11,2020-09-12,Trump,Ipsos,B-,,0.25567569,0.23553242,False,a,R,134.0,80.0,20.0,80.363325,19.145478,15:25:12 17 Sep 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_abc_ipsos_poll_september_13_2020.pdf
2020-09-17,2020-09-11,2020-09-12,Trump,Ipsos,B-,,0.21044035,0.1915719,False,a,all,533.0,35.0,65.0,35.914867,64.373115,15:25:16 17 Sep 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-09/topline_abc_ipsos_poll_september_13_2020.pdf
