date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2020-10-21,2020-10-18,2020-10-20,Trump,YouGov,B,,0.43007267,0.43007267,False,rv,D,582.0,9.0,90.0,7.751282,92.148419,18:55:08 21 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-21,2020-10-17,2020-10-20,Trump,American Research Group,B,,0.64074812,0.64074812,False,a,D,362.0,3.0,91.0,4.9554861,90.698169,18:55:08 21 Oct 2020,https://americanresearchgroup.com/economy/
2020-10-21,2020-10-17,2020-10-20,Trump,American Research Group,B,,0.66506068,0.66506068,False,a,I,380.0,29.0,63.0,29.349623,63.544741,18:55:11 21 Oct 2020,https://americanresearchgroup.com/economy/
2020-10-21,2020-10-18,2020-10-20,Trump,YouGov,B,,0.41781897,0.41781897,False,rv,I,496.0,45.0,51.0,43.874531,56.087478,18:55:11 21 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-21,2020-10-17,2020-10-20,Trump,American Research Group,B,,0.47904535,0.47904535,False,a,R,252.0,74.0,15.0,74.54989,15.808817,18:55:14 21 Oct 2020,https://americanresearchgroup.com/economy/
2020-10-21,2020-10-18,2020-10-20,Trump,YouGov,B,,0.3877693,0.3877693,False,rv,R,421.0,86.0,11.0,85.497546,12.087223,18:55:14 21 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-21,2020-10-16,2020-10-20,Trump,Ipsos,B-,,0.43719607,0.41746042,False,a,all,1346.0,39.0,57.0,39.696496,56.833916,18:55:18 21 Oct 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/2020_reuters_tracking_-_core_political_general_election_tracker_10_21_2020_.pdf
2020-10-21,2020-10-18,2020-10-20,Trump,YouGov,B,,0.54220464,0.54220464,False,rv,all,1500.0,43.0,54.0,43.083415,56.237622,18:55:18 21 Oct 2020,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf
2020-10-21,2020-10-17,2020-10-20,Trump,American Research Group,B,,1.332507,1.332507,False,a,all,1100.0,31.0,61.0,33.474399,60.108434,18:55:18 21 Oct 2020,https://americanresearchgroup.com/economy/
2020-10-21,2020-10-15,2020-10-19,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.41750966,0.3812216,False,rv,all,1000.0,41.0,57.0,40.868264,56.314451,18:55:18 21 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigating-Coronavirus-Update-10.21.2020.pdf?emci=644b401d-4513-eb11-96f5-00155d03affc&emdi=73c23c23-8213-eb11-96f5-00155d03affc&ceid=1280100
2020-10-21,2020-10-01,2020-10-18,Trump,SurveyMonkey,D-,,0.30514817,0.18900224,False,rv,D,77546.0,6.0,94.0,6.0605451,94.096202,18:55:08 21 Oct 2020,https://www.tableau.com/data-insights/us-election-2020/approval-dashboard
2020-10-21,2020-10-12,2020-10-18,Trump,SurveyMonkey,D-,,0.17571618,0.14550438,False,a,D,36618.0,6.0,34.0,6.0605451,34.096202,18:55:08 21 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct18/
