date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2022-08-28,2022-08-01,2022-08-23,Biden,Gallup,B+,,0.35139523,0.23934248,False,a,D,166.0,88.0,12.0,86.983393,11.816186,12:08:08 28 Aug 2022,https://news.gallup.com/poll/398117/biden-job-rating-rises-highest-year.aspx?utm_source=twitterbutton&utm_medium=twitter&utm_campaign=sharing
2022-08-28,2022-08-20,2022-08-23,Biden,YouGov,B+,,0.65113452,0.65113452,False,a,D,536.0,78.0,14.0,80.959,13.656098,12:08:08 28 Aug 2022,https://docs.cdn.yougov.com/lin7y95jz5/econTabReport.pdf
2022-08-28,2022-08-01,2022-08-23,Biden,Gallup,B+,,0.50953758,0.34705647,False,a,I,250.0,58.0,42.0,55.257553,42.061188,12:08:14 28 Aug 2022,https://news.gallup.com/poll/398117/biden-job-rating-rises-highest-year.aspx?utm_source=twitterbutton&utm_medium=twitter&utm_campaign=sharing
2022-08-28,2022-08-20,2022-08-23,Biden,YouGov,B+,,0.69756719,0.69756719,False,a,I,575.0,34.0,45.0,40.263191,42.143712,12:08:14 28 Aug 2022,https://docs.cdn.yougov.com/lin7y95jz5/econTabReport.pdf
2022-08-28,2022-08-01,2022-08-23,Biden,Gallup,B+,,0.25950724,0.17675569,False,a,R,120.0,20.0,80.0,20.301829,78.52925,12:08:21 28 Aug 2022,https://news.gallup.com/poll/398117/biden-job-rating-rises-highest-year.aspx?utm_source=twitterbutton&utm_medium=twitter&utm_campaign=sharing
2022-08-28,2022-08-20,2022-08-23,Biden,YouGov,B+,,0.52760572,0.52760572,False,a,R,382.0,16.0,74.0,19.289143,72.621195,12:08:21 28 Aug 2022,https://docs.cdn.yougov.com/lin7y95jz5/econTabReport.pdf
2022-08-28,2022-08-01,2022-08-23,Biden,Gallup,B+,,0.98394409,0.63422159,False,a,all,546.0,58.0,42.0,56.35376,40.708409,12:08:28 28 Aug 2022,https://news.gallup.com/poll/398117/biden-job-rating-rises-highest-year.aspx?utm_source=twitterbutton&utm_medium=twitter&utm_campaign=sharing
2022-08-28,2022-08-20,2022-08-23,Biden,YouGov,B+,,0.98119834,0.98119834,False,a,all,1500.0,45.0,42.0,49.598704,40.990064,12:08:28 28 Aug 2022,https://docs.cdn.yougov.com/lin7y95jz5/econTabReport.pdf
2022-08-28,2022-08-18,2022-08-22,Biden,YouGov,B+,,0.62171968,0.58103983,False,a,D,529.0,77.0,17.0,79.959,16.656098,12:08:08 28 Aug 2022,https://www.scribd.com/document/588832466/20220822-Yahoo-Tabs-Biden-Economy
2022-08-28,2022-08-19,2022-08-22,Biden,Echelon Insights,B/C,,0.72022155,0.69710622,False,lv,D,444.0,84.0,13.0,82.812395,14.24432,12:08:08 28 Aug 2022,http://echeloninsights.com/wp-content/uploads/August-2022-Omnibus-Crosstabs-POLITICAL-UPDATE.pdf
2022-08-28,2022-08-18,2022-08-22,Biden,YouGov,B+,,0.51303166,0.47942854,False,a,I,437.0,38.0,50.0,44.263191,47.143712,12:08:14 28 Aug 2022,https://www.scribd.com/document/588832466/20220822-Yahoo-Tabs-Biden-Economy
2022-08-28,2022-08-19,2022-08-22,Biden,Echelon Insights,B/C,,0.36449725,0.3528304,False,lv,I,187.0,50.0,43.0,48.955999,44.157075,12:08:14 28 Aug 2022,http://echeloninsights.com/wp-content/uploads/August-2022-Omnibus-Crosstabs-POLITICAL-UPDATE.pdf
2022-08-28,2022-08-18,2022-08-22,Biden,YouGov,B+,,0.54757671,0.51186369,False,a,R,408.0,18.0,74.0,21.289143,72.621195,12:08:21 28 Aug 2022,https://www.scribd.com/document/588832466/20220822-Yahoo-Tabs-Biden-Economy
2022-08-28,2022-08-19,2022-08-22,Biden,Echelon Insights,B/C,,0.65845363,0.63733318,False,lv,R,392.0,15.0,79.0,14.764465,79.39929,12:08:21 28 Aug 2022,http://echeloninsights.com/wp-content/uploads/August-2022-Omnibus-Crosstabs-POLITICAL-UPDATE.pdf
2022-08-28,2022-08-18,2022-08-22,Biden,YouGov,B+,,0.97108859,0.89782707,False,a,all,1563.0,46.0,44.0,50.598704,42.990064,12:08:28 28 Aug 2022,https://www.scribd.com/document/588832466/20220822-Yahoo-Tabs-Biden-Economy
2022-08-28,2022-08-19,2022-08-22,Biden,Echelon Insights,B/C,,1.2207771,1.1768082,False,lv,all,1054.0,51.0,44.0,49.868862,44.714065,12:08:28 28 Aug 2022,http://echeloninsights.com/wp-content/uploads/August-2022-Omnibus-Crosstabs-POLITICAL-UPDATE.pdf
2022-08-28,2022-08-19,2022-08-21,Biden,Morning Consult,B,,0.91243143,0.85235069,False,rv,D,791.0,81.0,16.0,82.96028,14.914074,12:08:08 28 Aug 2022,https://assets.morningconsult.com/wp-uploads/2022/08/23145441/2208119_crosstabs_POLITICO_RVs_v2_08-24-22_SH.pdf
2022-08-28,2022-08-19,2022-08-21,Biden,Morning Consult,B,,0.69308641,0.64759882,False,rv,I,506.0,42.0,50.0,43.690174,50.034627,12:08:14 28 Aug 2022,https://assets.morningconsult.com/wp-uploads/2022/08/23145441/2208119_crosstabs_POLITICO_RVs_v2_08-24-22_SH.pdf
