date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2020-11-11,2020-11-08,2020-11-10,Trump,YouGov,B,,0.54826922,0.54826922,False,rv,D,607.0,7.0,91.0,5.8239473,93.11051,10:35:09 11 Nov 2020,https://docs.cdn.yougov.com/9j7sr0my95/econTabReport.pdf
2020-11-11,2020-11-08,2020-11-10,Trump,YouGov,B,,0.4718325,0.4718325,False,rv,I,426.0,44.0,50.0,42.725573,55.019764,10:35:12 11 Nov 2020,https://docs.cdn.yougov.com/9j7sr0my95/econTabReport.pdf
2020-11-11,2020-11-08,2020-11-10,Trump,YouGov,B,,0.49879997,0.49879997,False,rv,R,466.0,86.0,12.0,85.407725,13.116819,10:35:15 11 Nov 2020,https://docs.cdn.yougov.com/9j7sr0my95/econTabReport.pdf
2020-11-11,2020-11-08,2020-11-10,Trump,YouGov,B,,0.74074224,0.74074224,False,rv,all,1500.0,44.0,54.0,43.996907,56.142536,10:35:20 11 Nov 2020,https://docs.cdn.yougov.com/9j7sr0my95/econTabReport.pdf
2020-11-11,2020-10-29,2020-11-04,Trump,UCLA Nationscape,,,0.49230994,0.33656544,False,a,D,2800.0,15.0,83.0,10.916305,87.762607,10:35:09 11 Nov 2020,https://www.voterstudygroup.org/covid-19-updates#
2020-11-11,2020-10-29,2020-11-04,Trump,UCLA Nationscape,,,0.48347395,0.34384367,False,a,I,2300.0,30.0,50.0,35.163946,54.980354,10:35:12 11 Nov 2020,https://www.voterstudygroup.org/covid-19-updates#
2020-11-11,2020-10-29,2020-11-04,Trump,UCLA Nationscape,,,0.48347395,0.3307847,False,a,R,2300.0,79.0,18.0,82.195478,15.434012,10:35:15 11 Nov 2020,https://www.voterstudygroup.org/covid-19-updates#
2020-11-11,2020-10-29,2020-11-04,Trump,UCLA Nationscape,,,0.52095758,0.33546993,False,a,all,8000.0,42.0,53.0,41.47001,55.258548,10:35:20 11 Nov 2020,https://www.voterstudygroup.org/covid-19-updates#
2020-11-11,2020-10-29,2020-11-02,Trump,Ipsos,B-,,0.48421824,0.28666529,False,a,all,1333.0,38.0,58.0,38.771119,57.767694,10:35:20 11 Nov 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/2020_reuters_tracking_-_core_political_general_election_tracker_11_02_2020.pdf
2020-11-11,2020-10-26,2020-11-01,Trump,SurveyMonkey,D-,,0.25848721,0.13906695,False,a,D,42034.0,6.0,94.0,6.0935506,93.449317,10:35:09 11 Nov 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-nov1/
