date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2020-10-08,2020-10-02,2020-10-06,Trump,Ipsos,B-,,0.37727509,0.34464845,False,a,all,1328.0,38.0,57.0,38.81075,56.646566,09:25:18  8 Oct 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/2020_reuters_tracking_-_core_political_general_election_tracker_10_07_2020.pdf
2020-10-08,2020-10-06,2020-10-06,Trump,Data for Progress,B-,,0.90552147,0.90552147,False,a,all,1078.0,41.33,55.61,40.875537,56.51674,09:25:18  8 Oct 2020,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0
2020-10-08,2020-10-02,2020-10-05,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.44178774,0.40342578,False,rv,all,1011.0,41.0,57.0,41.03135,56.161127,09:25:18  8 Oct 2020,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigating-Coronavirus-Update-10.07.2020.pdf
2020-10-08,2020-09-28,2020-10-04,Trump,SurveyMonkey,D-,,0.22364523,0.20254217,False,a,D,23015.0,6.0,93.0,6.1464089,91.478589,09:25:09  8 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct4/
2020-10-08,2020-10-01,2020-10-04,Trump,SSRS,B/C,,0.68549924,0.68549924,False,a,D,397.65,1.0,98.0,3.1205569,95.428599,09:25:09  8 Oct 2020,http://cdn.cnn.com/cnn/2020/images/10/05/rel12a.-.coronavirus.pdf
2020-10-08,2020-09-28,2020-10-04,Trump,SurveyMonkey,D-,,0.22713283,0.20575289,False,a,I,6615.0,35.0,63.0,34.979938,60.336872,09:25:11  8 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct4/
2020-10-08,2020-10-01,2020-10-04,Trump,SSRS,B/C,,0.77240344,0.77240344,False,a,I,469.95,35.0,61.0,34.617681,60.969453,09:25:11  8 Oct 2020,http://cdn.cnn.com/cnn/2020/images/10/05/rel12a.-.coronavirus.pdf
2020-10-08,2020-09-28,2020-10-04,Trump,SurveyMonkey,D-,,0.2243986,0.203233,False,a,R,19144.0,89.0,11.0,84.655481,13.810905,09:25:14  8 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct4/
2020-10-08,2020-10-01,2020-10-04,Trump,SSRS,B/C,,0.60377729,0.60377729,False,a,R,337.4,84.0,14.0,82.950519,15.427396,09:25:14  8 Oct 2020,http://cdn.cnn.com/cnn/2020/images/10/05/rel12a.-.coronavirus.pdf
2020-10-08,2020-09-28,2020-10-04,Trump,SurveyMonkey,D-,,0.22552782,0.17231468,False,a,all,50146.0,44.0,53.0,40.624474,55.009335,09:25:18  8 Oct 2020,https://www.surveymonkey.com/curiosity/nbc-poll-covid-oct4/
