date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2020-12-07,2020-12-04,2020-12-06,Trump,Morning Consult,B/C,,0.49371918,0.49371918,False,a,D,885.0,11.0,84.0,9.9777407,87.244837,18:15:10  7 Dec 2020,https://assets.morningconsult.com/wp-uploads/2020/12/07133951/201213_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM-1.pdf
2020-12-07,2020-12-04,2020-12-06,Trump,Morning Consult,B/C,,0.42725368,0.42725368,False,a,I,642.0,36.0,55.0,38.148668,57.446053,18:15:13  7 Dec 2020,https://assets.morningconsult.com/wp-uploads/2020/12/07133951/201213_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM-1.pdf
2020-12-07,2020-12-04,2020-12-06,Trump,Morning Consult,B/C,,0.44055453,0.44055453,False,a,R,673.0,80.0,16.0,81.425204,15.576859,18:15:16  7 Dec 2020,https://assets.morningconsult.com/wp-uploads/2020/12/07133951/201213_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM-1.pdf
2020-12-07,2020-12-04,2020-12-06,Trump,Morning Consult,B/C,,0.57503787,0.57503787,False,a,all,2200.0,40.0,55.0,40.768751,56.73352,18:15:21  7 Dec 2020,https://assets.morningconsult.com/wp-uploads/2020/12/07133951/201213_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM-1.pdf
2020-12-07,2020-11-30,2020-12-01,Trump,Ipsos,B-,,0.93175721,0.79568791,False,a,all,1113.0,36.0,61.0,36.90952,60.644974,18:15:21  7 Dec 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-12/2020_reuters_tracking_-_core_political_presidential_approval_tracker_12_02_2020.pdf
2020-12-07,2020-11-26,2020-11-29,Trump,Morning Consult,B/C,,0.37844051,0.29459013,False,a,D,814.0,10.0,85.0,8.9777407,88.244837,18:15:10  7 Dec 2020,https://assets.morningconsult.com/wp-uploads/2020/11/30105909/2011106_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2020-12-07,2020-11-26,2020-11-29,Trump,Morning Consult,B/C,,0.37788724,0.29452443,False,a,I,681.0,34.0,54.0,36.148668,56.446053,18:15:13  7 Dec 2020,https://assets.morningconsult.com/wp-uploads/2020/11/30105909/2011106_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2020-12-07,2020-11-26,2020-11-29,Trump,Morning Consult,B/C,,0.38578869,0.30045028,False,a,R,706.0,80.0,16.0,81.425204,15.576859,18:15:16  7 Dec 2020,https://assets.morningconsult.com/wp-uploads/2020/11/30105909/2011106_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2020-12-07,2020-11-26,2020-11-29,Trump,Morning Consult,B/C,,0.45628104,0.33909706,False,a,all,2200.0,40.0,53.0,40.768751,54.73352,18:15:21  7 Dec 2020,https://assets.morningconsult.com/wp-uploads/2020/11/30105909/2011106_crosstabs_CORONAVIRUS_CONTENT_Adults_v1_LM.pdf
2020-12-07,2020-11-29,2020-11-25,Trump,UCLA Nationscape,,,0.61944761,0.4589909,False,a,D,2800.0,15.0,83.0,10.897656,87.792479,18:15:10  7 Dec 2020,https://www.voterstudygroup.org/covid-19-updates
2020-12-07,2020-11-29,2020-11-25,Trump,UCLA Nationscape,,,0.60524212,0.44865333,False,a,I,2300.0,26.0,56.0,31.45842,60.663452,18:15:13  7 Dec 2020,https://www.voterstudygroup.org/covid-19-updates
2020-12-07,2020-11-29,2020-11-25,Trump,UCLA Nationscape,,,0.60524212,0.44865333,False,a,R,2300.0,77.0,22.0,80.293494,19.278122,18:15:16  7 Dec 2020,https://www.voterstudygroup.org/covid-19-updates
