date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2020-09-23,2020-09-20,2020-09-22,Trump,YouGov,B,,0.39274169,0.39274169,False,a,D,527.0,11.0,87.0,9.7048362,89.339121,18:40:09 23 Sep 2020,https://docs.cdn.yougov.com/b8ow3q7r1e/econTabReport.pdf
2020-09-23,2020-09-20,2020-09-22,Trump,YouGov,B,,0.43511997,0.43511997,False,a,I,580.0,36.0,52.0,35.313941,57.08551,18:40:12 23 Sep 2020,https://docs.cdn.yougov.com/b8ow3q7r1e/econTabReport.pdf
2020-09-23,2020-09-20,2020-09-22,Trump,YouGov,B,,0.36298535,0.36298535,False,a,R,391.0,77.0,19.0,76.65955,19.930251,18:40:15 23 Sep 2020,https://docs.cdn.yougov.com/b8ow3q7r1e/econTabReport.pdf
2020-09-23,2020-09-20,2020-09-22,Trump,YouGov,B,,0.51473179,0.51473179,False,a,all,1500.0,38.0,55.0,38.348045,57.16374,18:40:19 23 Sep 2020,https://docs.cdn.yougov.com/b8ow3q7r1e/econTabReport.pdf
2020-09-23,2020-09-17,2020-09-21,Trump,Quinnipiac University,B+,,0.78032814,0.71891844,False,lv,D,429.66,4.0,96.0,6.245716,93.432464,18:40:09 23 Sep 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3674
2020-09-23,2020-09-18,2020-09-21,Trump,Harris Insights & Analytics,C,,0.86987361,0.83471139,False,rv,D,1037.0,19.0,81.0,13.521761,84.5761,18:40:09 23 Sep 2020,https://thehill.com/hilltv/what-americas-thinking/517800-poll-trump-approval-on-coronavirus-ticks-up-to-45-percent-amid
2020-09-23,2020-09-17,2020-09-21,Trump,Quinnipiac University,B+,,0.7351094,0.67710202,False,lv,I,403.62,41.0,55.0,40.068324,54.765405,18:40:12 23 Sep 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3674
2020-09-23,2020-09-18,2020-09-21,Trump,Harris Insights & Analytics,C,,0.79531978,0.76336806,False,rv,I,813.0,40.0,60.0,36.968995,58.86589,18:40:12 23 Sep 2020,https://thehill.com/hilltv/what-americas-thinking/517800-poll-trump-approval-on-coronavirus-ticks-up-to-45-percent-amid
2020-09-23,2020-09-17,2020-09-21,Trump,Quinnipiac University,B+,,0.70461525,0.64926944,False,lv,R,377.58,87.0,11.0,85.278031,12.51737,18:40:15 23 Sep 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3674
2020-09-23,2020-09-18,2020-09-21,Trump,Harris Insights & Analytics,C,,0.81515186,0.78217101,False,rv,R,897.0,81.0,19.0,82.307161,15.982165,18:40:15 23 Sep 2020,https://thehill.com/hilltv/what-americas-thinking/517800-poll-trump-approval-on-coronavirus-ticks-up-to-45-percent-amid
2020-09-23,2020-09-17,2020-09-21,Trump,Quinnipiac University,B+,,1.6549186,1.5223526,False,lv,all,1302.0,42.0,56.0,42.388937,54.976465,18:40:19 23 Sep 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3674
2020-09-23,2020-09-17,2020-09-21,Trump,Global Strategy Group/GBAO/Navigator Research,,,0.53325291,0.48785444,False,rv,all,1230.0,41.0,58.0,41.022461,57.104512,18:40:19 23 Sep 2020,https://navigatorresearch.org/wp-content/uploads/2020/09/Navigating-Coronavirus-Update-09.23.2020.pdf
2020-09-23,2020-09-18,2020-09-21,Trump,Harris Insights & Analytics,C,,1.1321618,1.08581,False,rv,all,2804.0,45.0,55.0,42.088842,54.713745,18:40:19 23 Sep 2020,https://thehill.com/hilltv/what-americas-thinking/517800-poll-trump-approval-on-coronavirus-ticks-up-to-45-percent-amid
