date_modeled,date_start,date_end,poll_subject,pollster,poll_grade,poll_type,poll_weight,poll_influence,poll_multi_version,population,party,sample_size,pct_approve,pct_disapprove,pct_approve_adjusted,pct_disapprove_adjusted,timestamp,poll_url
2021-10-31,2021-10-24,2021-10-26,Biden,YouGov,B+,,0.6859143,0.6859143,False,a,D,507.0,84.0,9.0,86.99043,8.206936,12:35:07 31 Oct 2021,
2021-10-31,2021-10-24,2021-10-26,Biden,YouGov,B+,,0.5983076,0.5983076,False,a,I,424.0,39.0,51.0,45.04836,47.88523,12:35:14 31 Oct 2021,
2021-10-31,2021-10-24,2021-10-26,Biden,YouGov,B+,,0.5854703,0.5854703,False,a,R,392.0,16.0,80.0,20.42762,77.35056,12:35:20 31 Oct 2021,
2021-10-31,2021-10-24,2021-10-26,Biden,YouGov,B+,,1.156617,1.156617,False,a,all,1500.0,45.0,45.0,50.29438,43.18728,12:35:27 31 Oct 2021,
2021-10-31,2021-10-23,2021-10-26,Biden,NBC News/The Wall Street Journal,B+,,1.220143,1.220143,False,a,all,1000.0,51.0,47.0,50.36938,46.69878,12:35:27 31 Oct 2021,
2021-10-31,2021-10-22,2021-10-25,Biden,Global Strategy Group/GBAO (Navigator Research),B/C,,0.5624224,0.5394649,False,rv,D,430.43,84.0,13.0,83.64243,13.03395,12:35:07 31 Oct 2021,
2021-10-31,2021-10-22,2021-10-25,Biden,Global Strategy Group/GBAO (Navigator Research),B/C,,0.3584502,0.3440215,False,rv,I,220.22,39.0,55.0,40.92576,54.72061,12:35:14 31 Oct 2021,
2021-10-31,2021-10-22,2021-10-25,Biden,Global Strategy Group/GBAO (Navigator Research),B/C,,0.502423,0.481975,False,rv,R,360.36,14.0,85.0,14.60374,83.62472,12:35:20 31 Oct 2021,
2021-10-31,2021-10-21,2021-10-25,Biden,AP-NORC,,,1.387037,1.276733,False,a,all,1083.0,54.0,45.0,50.07117,45.55022,12:35:27 31 Oct 2021,
2021-10-31,2021-10-22,2021-10-25,Biden,Global Strategy Group/GBAO (Navigator Research),B/C,,0.8377855,0.8027097,False,rv,all,1001.0,50.0,47.0,49.21958,45.7117,12:35:27 31 Oct 2021,
2021-10-31,2021-10-20,2021-10-23,Biden,Harris Insights & Analytics,B+,,1.445082,1.27631,False,rv,D,1010.0,77.0,9.0,76.63795,8.614075,12:35:07 31 Oct 2021,
2021-10-31,2021-10-20,2021-10-23,Biden,Harris Insights & Analytics,B+,,1.111205,0.9814939,False,rv,I,682.0,37.0,45.0,31.97027,46.40234,12:35:14 31 Oct 2021,
2021-10-31,2021-10-20,2021-10-23,Biden,Harris Insights & Analytics,B+,,1.420307,1.254509,False,rv,R,981.0,18.0,71.0,13.24023,73.21571,12:35:20 31 Oct 2021,
2021-10-31,2021-10-20,2021-10-23,Biden,Harris Insights & Analytics,B+,,2.26211,1.992473,False,rv,all,2727.0,45.0,40.0,41.3476,39.72522,12:35:27 31 Oct 2021,
2021-10-31,2021-10-17,2021-10-21,Biden,Georgetown University (Battleground),A/B,,0.8700329,0.6673201,False,rv,D,489.0,90.0,7.0,88.63025,7.804492,12:35:07 31 Oct 2021,
2021-10-31,2021-10-17,2021-10-21,Biden,Georgetown University (Battleground),A/B,,0.1979338,0.1518163,False,rv,I,91.0,41.0,53.0,41.0108,52.55852,12:35:14 31 Oct 2021,
2021-10-31,2021-10-17,2021-10-21,Biden,Georgetown University (Battleground),A/B,,0.8265958,0.6340036,False,rv,R,458.0,12.0,84.0,13.31369,82.26698,12:35:20 31 Oct 2021,
2021-10-31,2021-10-17,2021-10-21,Biden,Georgetown University (Battleground),A/B,,1.44219,1.106168,False,rv,all,1000.0,51.4,45.4,50.65195,44.75174,12:35:27 31 Oct 2021,
2021-10-31,2021-10-17,2021-10-20,Biden,American Research Group,C+,,0.5512324,0.4209301,False,a,D,350.0,91.0,6.0,88.48341,8.239277,12:35:07 31 Oct 2021,
2021-10-31,2021-10-17,2021-10-20,Biden,American Research Group,C+,,0.5492582,0.4194495,False,a,I,348.0,48.0,47.0,46.09863,48.20975,12:35:14 31 Oct 2021,
2021-10-31,2021-10-17,2021-10-20,Biden,American Research Group,C+,,0.4877284,0.3726639,False,a,R,294.0,12.0,82.0,15.35082,79.58253,12:35:20 31 Oct 2021,
2021-10-31,2021-10-17,2021-10-20,Biden,American Research Group,C+,,1.041014,0.7920258,False,a,all,1100.0,52.0,44.0,50.38158,44.56237,12:35:27 31 Oct 2021,
2021-10-31,2021-10-15,2021-10-19,Biden,Echelon Insights,B/C,,0.7074488,0.4839479,False,rv,D,448.0,89.0,10.0,88.73516,10.50653,12:35:07 31 Oct 2021,
2021-10-31,2021-10-16,2021-10-19,Biden,YouGov,B+,,0.5973314,0.4216748,False,a,D,498.0,80.0,14.0,82.99043,13.20694,12:35:07 31 Oct 2021,
2021-10-31,2021-10-16,2021-10-19,Biden,Fox News/Beacon Research/Shaw & Co. Research,A,,0.7992396,0.5810668,False,rv,D,391.17,85.0,12.0,84.7058,11.82669,12:35:07 31 Oct 2021,
