cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00155,0,,99,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001425,.00005,,98,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002525,.000025,,97,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0018,0,,96,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000825,0,,95,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002325,0,,94,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.002025,0,,93,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001775,0,,92,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001525,0,,91,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0011,.000075,,90,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000225,0,,9,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001425,.00005,,89,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00155,0,,88,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000925,.00015,,87,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00165,.000025,,86,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001275,0,,85,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00065,.000025,,84,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001725,.000025,,83,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00175,.00005,,82,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000775,0,,81,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001075,0,,80,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00025,0,,8,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00065,.000025,,79,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000775,0,,78,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001625,.000025,,77,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001425,0,,76,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00095,.000025,,75,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000975,0,,74,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000625,0,,73,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000875,.000025,,72,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000875,.000025,,71,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.00115,0,,70,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0001,0,,7,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.0005,0,,69,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000675,.00005,,68,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000625,0,,67,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000725,.000025,,66,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000925,.000025,,65,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000675,0,,64,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.001,.000025,,63,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000775,.000075,,62,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000575,.000025,,61,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",.000725,0,,60,22:34:02  4 Sep 2020,40000
2020,President,polls-plus,9/4/2020,Trump,Biden,"",0,.00005,,6,22:34:02  4 Sep 2020,40000
