cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001375,0,,99,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001725,0,,98,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00155,.000025,,97,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0011,0,,96,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00155,0,,95,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0014,0,,94,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0011,.000025,,93,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002525,0,,92,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0013,0,,91,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0008,0,,90,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,0,,9,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.002,0,,89,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001125,0,,88,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000825,0,,87,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00135,0,,86,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0013,0,,85,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000525,0,,84,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00145,0,,83,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.001725,0,,82,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000675,0,,81,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000875,0,,80,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000175,0,,8,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0008,0,,79,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0008,0,,78,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0011,0,,77,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00095,0,,76,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00075,.000025,,75,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000575,0,,74,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000875,0,,73,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000925,0,,72,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000825,0,,71,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00055,0,,70,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000025,0,,7,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00075,0,,69,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000475,.000025,,68,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0004,0,,67,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000525,0,,66,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0005,0,,65,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00045,0,,64,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0006,0,,63,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00055,0,,62,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0004,0,,61,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000475,0,,60,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0001,0,,6,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.00015,0,,59,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.0005,0,,58,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000525,0,,57,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000375,0,,56,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000225,0,,55,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000325,0,,54,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,0,,538,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.000125,,537,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,0,,536,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,0,,535,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.000625,,534,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,0,,533,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.0001,,532,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.000025,,531,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.000175,,530,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",.000225,0,,53,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.0001,,529,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.0002,,528,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.000175,,527,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.00005,,526,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.000125,,525,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.000225,,524,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.0001,,523,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.00005,,522,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.000175,,521,20:38:03 26 Oct 2020,40000
2020,President,polls-plus,10/26/2020,Trump,Biden,"",0,.0001,,520,20:38:03 26 Oct 2020,40000
