cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001625,0,,99,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00125,.00015,,98,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.002575,.0001,,97,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00145,0,,96,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00115,0,,95,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.002275,.000125,,94,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00185,.00005,,93,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00155,.000075,,92,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001625,0,,91,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000825,.00005,,90,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00015,0,,9,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.0012,.000075,,89,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001675,.000025,,88,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00125,.000075,,87,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001275,.000025,,86,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00145,.000025,,85,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000575,.0001,,84,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.0016,0,,83,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.002075,.000025,,82,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001025,.000025,,81,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.0013,.000025,,80,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000275,0,,8,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00105,.000025,,79,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.0006,.000025,,78,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.0017,0,,77,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001825,.000025,,76,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001225,.000075,,75,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00115,0,,74,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000875,0,,73,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001025,.00005,,72,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001325,.000025,,71,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00085,.000025,,70,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000025,0,,7,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000675,0,,69,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00105,.000025,,68,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000625,0,,67,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.001125,0,,66,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000975,0,,65,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00085,0,,64,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00095,0,,63,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00085,0,,62,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00055,.000025,,61,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000875,0,,60,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.000025,.000025,,6,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.00075,0,,59,19:00:04 27 Aug 2020,40000
2020,President,polls-plus,8/27/2020,Trump,Biden,"",.0005,.000075,,58,19:00:04 27 Aug 2020,40000
