cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.001575,0,,99,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.001575,0,,98,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.003175,0,,97,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.001575,0,,96,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.00165,0,,95,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.00275,0,,94,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.002075,0,,93,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0027,0,,92,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0018,0,,91,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0007,.000025,,90,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.00005,0,,9,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0024,0,,89,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0017,0,,88,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0014,0,,87,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0018,0,,86,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0011,0,,85,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.000775,0,,84,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.00245,0,,83,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.00235,0,,82,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.001025,0,,81,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0014,.000025,,80,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0001,0,,8,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.00085,0,,79,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.0011,.000025,,78,19:00:04 11 Oct 2020,40000
2020,President,polls-plus,10/11/2020,Trump,Biden,"",.00155,0,,77,19:00:04 11 Oct 2020,40000
