cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.001775,.000025,,99,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00165,.000075,,98,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00225,.00005,,97,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.001875,0,,96,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00105,0,,95,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.002125,0,,94,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.0018,0,,93,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00235,0,,92,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00175,.00005,,91,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.001,.000025,,90,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00015,0,,9,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00125,0,,89,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.001975,0,,88,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.0011,.00005,,87,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.0016,0,,86,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.001425,0,,85,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00045,.000025,,84,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.00195,0,,83,19:20:04 18 Sep 2020,40000
2020,President,polls-plus,9/18/2020,Trump,Biden,"",.002325,0,,82,19:20:04 18 Sep 2020,40000
