cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001425,0,,99,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001725,0,,98,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.002225,0,,97,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001475,0,,96,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0015,0,,95,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00185,0,,94,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0012,0,,93,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00185,.000025,,92,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001575,0,,91,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000775,0,,90,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0001,0,,9,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001575,.000025,,89,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0013,0,,88,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000825,0,,87,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001525,0,,86,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001275,0,,85,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000425,0,,84,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0022,0,,83,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001975,0,,82,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00115,0,,81,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00105,0,,80,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00025,0,,8,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00115,0,,79,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00075,0,,78,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00135,0,,77,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.001425,0,,76,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000875,0,,75,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000825,0,,74,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000725,0,,73,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00085,0,,72,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000875,0,,71,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000725,0,,70,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000125,0,,7,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000775,0,,69,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0007,0,,68,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000575,0,,67,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0011,0,,66,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000625,0,,65,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000475,.000025,,64,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000475,0,,63,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000475,0,,62,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000675,0,,61,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0005,0,,60,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00015,0,,6,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000275,0,,59,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000775,0,,58,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000475,0,,57,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.0002,0,,56,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00055,0,,55,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000475,0,,54,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000025,,538,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000175,,537,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,0,,536,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,0,,535,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000575,,534,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.00005,,533,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.00015,,532,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000125,,531,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.00025,,530,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000375,0,,53,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.0001,,529,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000125,,528,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.0002,,527,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,0,,526,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000125,,525,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000075,,524,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.0001,,523,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000175,,522,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000225,,521,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.0001,,520,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.000375,0,,52,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.0002,,519,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000075,,518,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.00015,,517,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.00015,,516,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.00015,,515,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000025,,514,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000075,,513,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000175,,512,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.0004,,511,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.00015,,510,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",.00045,0,,51,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.0001,,509,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.0001,,508,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000125,,507,21:36:03 20 Oct 2020,40000
2020,President,polls-plus,10/20/2020,Trump,Biden,"",0,.000275,,506,21:36:03 20 Oct 2020,40000
