cycle,branch,model,modeldate,candidate_inc,candidate_chal,candidate_3rd,evprob_inc,evprob_chal,evprob_3rd,total_ev,timestamp,simulations
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001525,0,,99,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001875,0,,98,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.003025,0,,97,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001275,0,,96,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00125,0,,95,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00285,0,,94,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.002525,.000025,,93,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.0025,0,,92,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00145,0,,91,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.0011,0,,90,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000075,0,,9,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00185,0,,89,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00145,0,,88,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00095,0,,87,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.0018,0,,86,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00125,0,,85,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.0005,0,,84,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.0027,0,,83,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00225,0,,82,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.0015,0,,81,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001325,0,,80,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000275,0,,8,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000925,0,,79,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.0011,0,,78,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001275,0,,77,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001775,0,,76,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000775,0,,75,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001025,0,,74,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000725,0,,73,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001075,0,,72,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.0009,0,,71,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000575,0,,70,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000075,0,,7,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.001175,0,,69,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000925,0,,68,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.000675,0,,67,21:07:03 12 Oct 2020,40000
2020,President,polls-plus,10/12/2020,Trump,Biden,"",.00075,0,,66,21:07:03 12 Oct 2020,40000
